Middle layer Super Output Areas Code,Middle layer Super Output Areas,Asian_Asian_British_or_Asian_Welsh,Black_Black_British_Black_Welsh_Caribbean_or_African,Mixed_or_Multiple_ethnic_groups,White_English_Welsh_Scottish_Northern_Irish_or_British,White_Irish,White_Gypsy_or_Irish_Traveller_Roma_or_Other_White,Other_ethnic_group,Total
E02003573,Southampton 025,217,112,231,6646,33,556,80,7875
E02003574,Southampton 026,185,82,125,6748,33,427,60,7660
E02003575,Southampton 027,174,113,174,5577,17,445,35,6535
E02003576,Southampton 028,247,126,266,6751,39,652,46,8127
E02003578,Southampton 030,136,44,162,5473,34,464,26,6339
E02003579,Southampton 031,346,185,369,7520,38,1007,117,9582
E02003580,Southampton 032,140,126,159,5110,22,582,61,6200
E02003581,Isle of Wight 001,148,34,122,7104,45,315,31,7799
E02003582,Isle of Wight 002,74,25,107,8046,56,257,18,8583
E02003583,Isle of Wight 003,66,26,99,7320,28,156,13,7708
E02003584,Isle of Wight 004,112,28,129,5490,58,289,20,6126
E02003585,Isle of Wight 005,56,16,82,6219,60,144,21,6598
E02003586,Isle of Wight 006,89,22,94,7223,39,207,15,7689
E02003587,Isle of Wight 007,109,23,131,7958,45,285,22,8573
E02003588,Isle of Wight 008,203,130,114,8536,36,216,32,9267
E02003589,Isle of Wight 009,279,19,91,6824,24,138,36,7411
E02003590,Isle of Wight 010,52,5,79,6948,57,163,22,7326
E02003591,Isle of Wight 011,118,32,99,8869,39,236,23,9416
E02003592,Isle of Wight 012,67,26,82,9220,65,202,30,9692
E02003593,Isle of Wight 013,15,4,44,5055,19,106,14,5257
E02003594,Isle of Wight 014,83,25,108,8750,60,250,25,9301
E02003595,Isle of Wight 015,32,10,71,7691,43,160,15,8022
E02003596,Isle of Wight 016,90,29,101,8140,51,278,25,8714
E02003597,Isle of Wight 017,18,6,55,5484,33,94,10,5700
E02003598,Isle of Wight 018,51,18,112,6817,72,197,7,7274
E02003599,Central Bedfordshire 001,151,84,170,5015,47,245,37,5749
E02003600,Central Bedfordshire 002,131,77,178,5709,64,245,25,6429
E02003601,Central Bedfordshire 003,110,76,130,7498,47,269,28,8158
E02003602,Central Bedfordshire 004,100,65,107,6034,55,175,26,6562
E02003603,Central Bedfordshire 005,330,216,315,9754,70,552,77,11314
E02003604,Central Bedfordshire 006,361,237,360,9543,88,541,98,11228
E02003605,Central Bedfordshire 007,902,272,334,7804,100,655,226,10293
E02003606,Central Bedfordshire 008,217,143,260,8274,121,251,58,9324
E02003607,Central Bedfordshire 009,340,241,315,9627,115,482,86,11206
E02003608,Central Bedfordshire 010,351,159,416,10695,97,412,56,12186
E02003609,Central Bedfordshire 011,241,171,311,10634,92,330,69,11848
E02003610,Central Bedfordshire 012,120,82,210,8126,163,245,26,8972
E02003611,Central Bedfordshire 013,290,155,298,8705,82,273,84,9887
E02003612,Central Bedfordshire 014,537,194,395,10679,114,403,98,12420
E02003613,Central Bedfordshire 015,116,42,168,5108,84,172,24,5714
E02003614,Central Bedfordshire 016,230,107,198,7074,116,350,66,8141
E02003615,Central Bedfordshire 017,262,94,301,9289,207,304,51,10508
E02003616,Bedford 001,56,49,120,5188,65,165,26,5669
E02003617,Bedford 002,165,80,233,8083,103,312,58,9034
E02003618,Bedford 003,332,182,342,7315,76,464,47,8758
E02003619,Bedford 004,585,374,448,9639,79,624,105,11854
E02003620,Bedford 005,750,353,309,5799,104,695,151,8161
E02003621,Bedford 006,713,308,278,5918,85,634,125,8061
E02003622,Bedford 007,688,799,555,5763,98,1151,156,9210
E02003623,Bedford 008,1369,595,668,9008,177,802,209,12828
E02003624,Bedford 009,430,279,302,3911,75,808,129,5934
E02003625,Bedford 010,913,694,518,4849,117,1571,207,8869
E02003626,Bedford 011,460,285,286,3785,74,596,122,5608
E02003627,Bedford 012,1312,696,479,5817,137,1922,284,10647
E02003628,Bedford 013,4866,620,343,2113,38,1426,372,9778
E02003629,Bedford 014,1733,888,621,5155,117,1891,279,10684
E02003630,Bedford 015,3123,948,607,3734,67,2516,376,11371
E02003631,Bedford 016,889,338,250,3324,42,541,124,5508
E02003632,Bedford 017,1100,300,251,3600,58,751,147,6207
E02003633,Bedford 018,1454,779,574,6403,80,1100,170,10560
E02003635,Bedford 020,633,405,523,8166,63,473,81,10344
E02003636,Central Bedfordshire 018,308,248,233,5954,209,293,38,7283
E02003637,Central Bedfordshire 019,257,141,291,9390,153,420,48,10700
E02003638,Central Bedfordshire 020,117,88,180,6852,78,333,41,7689
E02003639,Central Bedfordshire 021,238,175,249,8190,98,544,90,9584
E02003640,Central Bedfordshire 022,132,55,172,5206,83,346,51,6045
E02003641,Central Bedfordshire 023,107,45,151,4743,54,237,21,5358
E02003642,Central Bedfordshire 025,558,915,495,6013,123,1306,196,9606
E02003643,Central Bedfordshire 024,335,296,444,11565,122,879,85,13726
E02003644,Central Bedfordshire 026,513,552,445,7101,152,1180,116,10059
E02003645,Central Bedfordshire 027,874,320,223,4628,142,652,144,6983
E02003646,Central Bedfordshire 028,568,571,377,7848,136,1040,128,10668
E02003647,Central Bedfordshire 029,600,459,407,7160,129,1557,193,10505
E02003648,Central Bedfordshire 030,243,301,230,4009,77,601,60,5521
E02003649,Central Bedfordshire 031,229,248,175,5413,82,418,41,6606
E02003650,Central Bedfordshire 032,131,54,172,6258,112,226,44,6997
E02003651,Central Bedfordshire 033,322,135,176,5870,122,312,56,6993
E02003652,Buckinghamshire 001,522,289,290,8708,89,568,89,10555
E02003653,Buckinghamshire 002,296,191,154,5594,71,379,67,6752
E02003654,Buckinghamshire 003,141,45,89,5226,58,199,31,5789
E02003655,Buckinghamshire 004,156,92,187,9465,93,331,38,10362
E02003656,Buckinghamshire 005,109,51,176,6004,69,205,26,6640
E02003657,Buckinghamshire 006,268,126,124,6614,65,229,40,7466
E02003658,Buckinghamshire 007,533,219,237,8382,142,419,78,10010
E02003659,Buckinghamshire 009,587,306,313,8015,74,442,50,9787
E02003660,Buckinghamshire 008,294,62,189,9782,125,302,48,10802
E02003661,Buckinghamshire 010,100,89,125,5314,56,190,19,5893
E02003662,Buckinghamshire 012,1145,258,247,3872,62,512,118,6214
E02003663,Buckinghamshire 011,2583,956,786,8155,100,1214,315,14109
E02003664,Buckinghamshire 013,1597,474,480,4384,57,948,181,8121
E02003665,Buckinghamshire 014,738,297,220,4384,65,401,79,6184
E02003666,Buckinghamshire 015,1767,427,322,3864,97,911,210,7598
E02003667,Buckinghamshire 016,1137,366,309,6544,73,843,120,9392
E02003668,Buckinghamshire 018,842,143,265,6940,116,359,103,8768
E02003669,Buckinghamshire 017,1978,361,336,3825,40,688,187,7415
E02003670,Buckinghamshire 019,1084,370,303,6435,72,758,140,9162
E02003671,Buckinghamshire 020,1019,309,236,3753,35,464,148,5964
E02003672,Buckinghamshire 021,649,197,417,10507,115,484,91,12460
E02003673,Buckinghamshire 022,254,108,227,8353,93,338,78,9451
E02003674,Buckinghamshire 023,65,19,115,5105,60,175,19,5558
E02003675,Buckinghamshire 024,236,99,282,8419,111,373,128,9648
E02003676,Buckinghamshire 029,239,35,184,7206,110,331,40,8145
E02003677,Buckinghamshire 027,1756,171,386,7165,101,729,100,10408
E02003678,Buckinghamshire 028,858,76,155,4241,56,353,80,5819
E02003679,Buckinghamshire 030,736,90,260,4986,95,612,89,6868
E02003680,Buckinghamshire 031,251,35,252,8762,108,364,53,9825
E02003681,Buckinghamshire 032,1230,64,444,7820,149,680,178,10565
E02003682,Buckinghamshire 034,1039,79,252,5458,131,494,119,7572
E02003683,Buckinghamshire 035,1508,89,314,4649,87,390,128,7165
E02003685,Buckinghamshire 047,380,55,243,6773,146,354,53,8004
E02003686,Buckinghamshire 050,807,66,252,5746,170,391,128,7560
E02003687,Buckinghamshire 054,462,34,184,4614,148,322,57,5821
E02003688,Buckinghamshire 053,1224,142,496,9022,234,885,232,12235
E02003689,Buckinghamshire 058,2358,102,370,5139,197,724,369,9259
E02003690,Buckinghamshire 059,1191,184,316,4789,183,549,262,7474
E02003691,Buckinghamshire 063,1236,104,270,4952,112,389,232,7295
E02003692,Buckinghamshire 064,2346,175,283,5085,131,475,396,8891
E02003693,Buckinghamshire 065,1216,104,203,4934,114,429,215,7215
E02003694,Buckinghamshire 066,1276,238,373,5797,100,492,167,8443
E02003695,Buckinghamshire 067,2675,229,393,6364,131,582,436,10810
E02003696,Buckinghamshire 026,225,88,224,7519,94,345,53,8548
E02003697,Buckinghamshire 025,120,52,138,5704,63,196,36,6309
E02003698,Buckinghamshire 033,437,64,194,7217,76,225,57,8270
E02003699,Buckinghamshire 037,205,64,154,5137,44,219,32,5855
E02003701,Buckinghamshire 038,2354,620,683,7384,88,907,265,12301
E02003702,Buckinghamshire 040,278,88,215,7061,86,399,61,8188
E02003703,Buckinghamshire 041,1955,425,478,4951,92,884,180,8965
E02003704,Buckinghamshire 045,320,41,155,4930,67,273,22,5808
E02003705,Buckinghamshire 042,2786,468,327,2502,83,713,228,7107
E02003706,Buckinghamshire 043,1565,400,402,3582,72,588,161,6770
E02003707,Buckinghamshire 044,1897,436,384,3153,50,669,161,6750
E02003708,Buckinghamshire 046,4969,653,402,2066,31,1179,475,9775
E02003709,Buckinghamshire 048,1016,593,402,3084,55,517,94,5761
E02003710,Buckinghamshire 049,4484,866,711,4652,95,1721,390,12919
E02003711,Buckinghamshire 051,1221,477,580,6215,151,906,196,9746
E02003712,Buckinghamshire 052,1164,400,313,5603,78,432,145,8135
E02003713,Buckinghamshire 055,184,63,171,5228,53,174,29,5902
E02003714,Buckinghamshire 056,332,158,273,5496,91,314,87,6751
E02003715,Buckinghamshire 057,219,37,151,5741,87,299,37,6571
E02003716,Buckinghamshire 060,244,50,147,5066,82,296,45,5930
E02003717,Buckinghamshire 062,276,77,268,7612,113,706,56,9108
E02003718,Buckinghamshire 061,232,64,165,4655,77,399,70,5662
E02003719,Cambridge 001,1052,344,426,5959,79,2250,203,10313
E02003720,Cambridge 002,1579,219,392,5200,88,1963,279,9720
E02003721,Cambridge 003,887,323,504,5815,110,1880,197,9716
E02003722,Cambridge 004,701,101,361,5053,130,1928,211,8485
E02003723,Cambridge 005,2495,295,703,6164,222,2691,411,12981
E02003724,Cambridge 006,1097,324,470,6046,84,2050,269,10340
E02003725,Cambridge 007,2382,357,897,8604,269,3305,432,16246
E02003726,Cambridge 008,990,149,385,4356,168,1916,266,8230
E02003727,Cambridge 009,1363,195,577,5155,189,2221,492,10192
E02003728,Cambridge 010,1899,217,479,4952,105,2709,462,10823
E02003729,Cambridge 011,2013,178,367,4951,80,1412,339,9340
E02003731,Cambridge 013,2284,324,612,6562,148,1693,302,11925
E02003732,East Cambridgeshire 001,192,88,218,8468,41,842,61,9910
E02003733,East Cambridgeshire 002,97,52,116,7856,26,303,21,8471
E02003734,East Cambridgeshire 003,332,144,344,9744,112,1163,121,11960
E02003735,East Cambridgeshire 004,249,85,283,6968,82,872,73,8612
E02003736,East Cambridgeshire 005,160,40,182,9199,75,567,55,10278
E02003737,East Cambridgeshire 006,167,149,260,11130,70,1349,117,13242
E02003738,East Cambridgeshire 007,93,14,140,5712,54,344,42,6399
E02003739,East Cambridgeshire 008,102,21,97,5894,46,222,25,6407
E02003740,East Cambridgeshire 009,193,43,131,5476,46,351,40,6280
E02003742,Fenland 001,51,26,75,6242,29,360,28,6811
E02003743,Fenland 002,107,123,128,7614,44,2899,162,11077
E02003744,Fenland 003,248,93,203,9900,55,3041,181,13721
E02003745,Fenland 004,63,37,95,9500,36,585,45,10361
E02003746,Fenland 005,134,183,169,6803,59,412,55,7815
E02003747,Fenland 006,180,138,190,11603,54,436,79,12680
E02003748,Fenland 007,102,38,99,6834,24,507,54,7658
E02003749,Fenland 008,59,35,103,5704,39,167,16,6123
E02003750,Fenland 009,83,45,103,6849,34,356,21,7491
E02003751,Fenland 010,69,12,81,7093,32,229,26,7542
E02003752,Fenland 011,136,85,166,9886,30,831,53,11187
E02003753,Huntingdonshire 001,223,138,256,9939,48,505,88,11197
E02003754,Huntingdonshire 002,102,38,94,5141,44,213,31,5663
E02003755,Huntingdonshire 003,130,87,114,7801,35,390,41,8598
E02003756,Huntingdonshire 004,82,63,116,6489,33,270,30,7083
E02003757,Huntingdonshire 005,112,78,99,6430,32,187,14,6952
E02003758,Huntingdonshire 006,131,69,178,8809,45,399,51,9682
E02003759,Huntingdonshire 007,65,22,80,5483,41,189,13,5893
E02003760,Huntingdonshire 008,788,372,283,5768,43,1713,90,9057
E02003761,Huntingdonshire 009,255,127,140,4694,50,647,61,5974
E02003762,Huntingdonshire 010,365,254,375,9560,116,770,107,11547
E02003763,Huntingdonshire 011,547,129,230,7935,42,642,75,9600
E02003764,Huntingdonshire 012,836,386,355,7106,82,1467,171,10403
E02003765,Huntingdonshire 013,630,76,145,5714,68,517,68,7218
E02003766,Huntingdonshire 014,177,167,211,6627,60,586,61,7889
E02003767,Huntingdonshire 015,61,28,118,5857,53,239,17,6373
E02003768,Huntingdonshire 016,137,66,191,9070,87,455,33,10039
E02003769,Huntingdonshire 017,131,119,178,6681,66,249,38,7462
E02003770,Huntingdonshire 018,325,145,299,9310,73,721,62,10935
E02003771,Huntingdonshire 019,205,76,138,5396,45,382,42,6284
E02003772,Huntingdonshire 020,143,45,122,5936,92,328,49,6715
E02003773,Huntingdonshire 021,215,130,244,9202,48,618,83,10540
E02003774,Huntingdonshire 022,86,31,91,5139,56,284,40,5727
E02003775,South Cambridgeshire 001,161,49,152,6420,37,392,26,7237
E02003776,South Cambridgeshire 002,193,52,174,5768,44,508,40,6779
E02003777,South Cambridgeshire 003,712,172,365,7445,122,994,127,9937
E02003778,South Cambridgeshire 004,341,100,190,5051,36,722,84,6524
E02003780,South Cambridgeshire 006,770,210,414,8355,139,1401,137,11426
E02003781,South Cambridgeshire 007,458,78,193,4309,118,817,117,6090
E02003784,South Cambridgeshire 010,418,79,245,7302,68,702,77,8891
E02003785,South Cambridgeshire 011,1226,152,263,6002,95,1028,185,8951
E02003786,South Cambridgeshire 012,417,57,278,4986,84,610,100,6532
E02003787,South Cambridgeshire 013,85,31,132,7096,26,267,21,7658
E02003788,South Cambridgeshire 014,728,110,281,6129,86,687,100,8121
E02003789,South Cambridgeshire 015,581,106,197,5694,54,551,86,7269
E02003790,South Cambridgeshire 016,141,40,139,8456,67,413,48,9304
E02003791,South Cambridgeshire 017,256,67,172,7051,72,617,31,8266
E02003792,South Cambridgeshire 018,166,63,208,8824,65,475,74,9875
E02003793,South Cambridgeshire 019,103,43,115,6597,73,276,31,7238
E02004356,Eastbourne 001,130,121,154,6517,46,332,90,7390
E02004357,Eastbourne 002,329,75,181,6570,60,411,61,7687
E02004358,Eastbourne 003,137,53,187,7146,44,350,126,8043
E02004359,Eastbourne 004,215,70,176,6780,62,359,89,7751
E02004361,Eastbourne 006,191,53,202,7196,55,407,86,8190
E02004362,Eastbourne 007,285,84,242,7325,73,695,121,8825
E02004363,Eastbourne 008,457,121,227,5316,85,588,167,6961
E02004364,Eastbourne 009,185,52,244,6976,127,496,120,8200
E02004365,Eastbourne 010,588,298,355,5046,79,1765,291,8422
E02004366,Eastbourne 011,388,158,254,5416,97,1093,238,7644
E02004367,Eastbourne 012,204,51,214,5701,72,424,81,6747
E02004368,Hastings 001,300,85,168,7344,34,222,138,8291
E02004369,Hastings 002,238,72,185,9159,71,260,62,10047
E02004370,Hastings 003,204,104,252,7178,33,265,69,8105
E02004371,Hastings 004,125,33,143,6519,24,249,44,7137
E02004372,Hastings 005,103,88,199,6307,47,328,77,7149
E02004373,Hastings 006,260,81,247,7710,65,300,134,8797
E02004374,Hastings 007,107,49,221,6399,102,340,71,7289
E02004375,Hastings 008,263,153,303,6702,121,660,161,8363
E02004376,Hastings 009,290,143,284,5166,88,762,144,6877
E02004377,Hastings 010,249,161,292,9271,86,487,163,10709
E02004378,Hastings 011,395,290,339,5663,110,1118,305,8220
E02004379,Lewes 001,38,26,137,7101,59,255,36,7652
E02004380,Lewes 002,120,71,242,8653,129,369,60,9644
E02004381,Lewes 003,179,47,310,8170,72,529,68,9375
E02004382,Lewes 004,67,10,114,6047,31,220,24,6513
E02004383,Lewes 005,152,85,227,6245,74,494,62,7339
E02004384,Lewes 006,246,71,236,6395,60,310,76,7394
E02004385,Lewes 007,207,66,180,6652,55,437,62,7659
E02004386,Lewes 008,93,68,176,5895,43,278,66,6619
E02004387,Lewes 009,131,104,157,5266,25,350,38,6071
E02004388,Lewes 010,264,77,227,6597,47,446,117,7775
E02004389,Lewes 011,119,39,166,8662,69,260,27,9342
E02004390,Lewes 012,96,24,155,7438,70,216,35,8034
E02004391,Lewes 013,183,34,134,5709,77,297,55,6489
E02004392,Rother 001,79,25,142,8579,79,358,20,9282
E02004393,Rother 002,33,21,63,6001,48,167,16,6349
E02004394,Rother 003,52,39,115,7401,42,224,33,7906
E02004395,Rother 004,64,22,115,7087,55,249,31,7623
E02004396,Rother 005,119,63,149,8544,64,271,31,9241
E02004397,Rother 006,81,29,153,7504,66,279,26,8138
E02004398,Rother 007,151,67,236,8472,75,245,74,9320
E02004399,Rother 008,260,87,193,7191,54,217,47,8049
E02004400,Rother 009,105,44,164,9835,108,235,39,10530
E02004401,Rother 010,114,40,153,7111,96,152,45,7711
E02004402,Rother 011,329,123,218,7637,97,452,104,8960
E02004403,Wealden 001,104,21,212,5384,49,618,46,6434
E02004404,Wealden 002,83,25,113,5876,36,259,14,6406
E02004405,Wealden 003,141,39,114,5474,39,183,39,6029
E02004406,Wealden 004,107,30,105,6671,74,246,54,7287
E02004407,Wealden 005,117,58,183,7280,87,353,26,8104
E02004408,Wealden 006,124,44,151,7474,63,474,43,8373
E02004409,Wealden 007,50,19,94,4872,30,232,26,5323
E02004410,Wealden 008,56,30,131,7434,64,260,15,7990
E02004411,Wealden 009,157,33,133,7787,61,299,40,8510
E02004412,Wealden 010,95,31,130,7483,48,249,44,8080
E02004413,Wealden 011,60,13,103,6858,53,205,32,7324
E02004414,Wealden 012,124,25,146,5932,32,240,27,6526
E02004415,Wealden 013,85,23,132,6172,41,209,36,6698
E02004416,Wealden 014,35,13,65,6168,37,135,23,6476
E02004417,Wealden 015,68,21,81,6115,45,170,16,6516
E02004418,Wealden 016,105,4,79,5371,24,182,26,5791
E02004419,Wealden 017,109,37,100,5804,27,241,12,6330
E02004420,Wealden 018,153,70,206,12909,97,454,60,13949
E02004421,Wealden 019,180,44,159,8535,64,325,34,9341
E02004422,Wealden 020,181,38,178,10276,74,276,83,11106
E02004423,Wealden 021,111,24,97,7092,51,140,44,7559
E02004424,Basildon 001,221,50,133,6420,65,157,69,7115
E02004425,Basildon 002,158,108,157,6580,49,241,48,7341
E02004426,Basildon 003,198,171,206,7041,80,337,68,8101
E02004427,Basildon 004,213,75,138,7259,69,263,43,8060
E02004428,Basildon 005,183,137,175,6221,55,158,34,6963
E02004429,Basildon 006,183,105,107,6955,83,123,20,7576
E02004430,Basildon 007,172,166,168,7694,49,150,39,8438
E02004431,Basildon 008,257,191,237,8604,60,298,74,9721
E02004432,Basildon 009,145,90,126,5882,43,129,28,6443
E02004433,Basildon 010,237,308,218,7561,48,284,80,8736
E02004434,Basildon 011,215,482,210,7041,36,492,68,8544
E02004435,Basildon 012,384,569,280,7857,58,568,75,9791
E02004436,Basildon 013,218,695,234,6173,43,455,88,7906
E02004437,Basildon 014,452,571,304,8138,48,500,55,10068
E02004438,Basildon 015,562,881,361,6711,73,875,150,9613
E02004439,Basildon 016,516,723,377,7473,53,630,111,9883
E02004440,Basildon 017,986,688,253,6367,60,685,123,9162
E02004441,Basildon 018,311,539,224,6263,44,384,64,7829
E02004442,Basildon 019,282,710,265,6797,43,461,62,8620
E02004443,Basildon 020,1374,703,301,6997,71,693,173,10312
E02004444,Basildon 021,422,266,235,7669,55,339,58,9044
E02004445,Basildon 022,309,685,224,6343,41,619,78,8299
E02004446,Braintree 001,38,32,109,6620,36,164,22,7021
E02004447,Braintree 002,20,16,55,5707,48,111,14,5971
E02004448,Braintree 003,66,41,91,7373,43,164,39,7817
E02004449,Braintree 004,133,28,166,8167,61,295,33,8883
E02004450,Braintree 005,42,21,72,5969,45,97,33,6279
E02004451,Braintree 006,88,25,125,9006,52,167,30,9493
E02004452,Braintree 007,138,116,157,8519,80,298,30,9338
E02004453,Braintree 008,162,134,180,6507,49,376,47,7455
E02004454,Braintree 009,202,215,238,7632,85,958,107,9437
E02004455,Braintree 010,162,99,173,7128,87,273,28,7950
E02004456,Braintree 011,307,183,233,8359,56,619,74,9831
E02004457,Braintree 012,211,218,220,9509,46,361,46,10611
E02004458,Braintree 013,146,91,167,8786,65,254,27,9536
E02004459,Braintree 014,66,29,173,9802,97,218,25,10410
E02004460,Braintree 015,169,126,260,8734,64,337,78,9768
E02004461,Braintree 016,158,117,159,4995,35,235,40,5739
E02004462,Braintree 017,339,317,306,9943,76,500,103,11584
E02004463,Braintree 018,116,82,132,7528,57,187,35,8137
E02004464,Brentwood 001,139,71,144,9140,105,220,44,9863
E02004465,Brentwood 002,156,91,142,5648,72,217,40,6366
E02004466,Brentwood 003,435,285,276,6742,76,343,74,8231
E02004467,Brentwood 004,410,235,269,6771,98,379,76,8238
E02004468,Brentwood 005,723,131,292,8737,132,435,170,10620
E02004469,Brentwood 006,351,159,199,6083,116,280,76,7264
E02004470,Brentwood 007,1013,442,546,8434,195,943,190,11763
E02004471,Brentwood 008,457,253,346,6749,143,467,104,8519
E02004472,Brentwood 009,226,80,156,5392,72,207,51,6184
E02004473,Castle Point 001,195,96,148,7177,43,117,49,7825
E02004474,Castle Point 002,181,138,158,7273,30,133,42,7955
E02004475,Castle Point 003,158,172,104,6051,41,75,27,6628
E02004476,Castle Point 004,173,94,126,7503,51,102,30,8079
E02004477,Castle Point 005,92,29,94,5668,63,82,20,6048
E02004478,Castle Point 006,140,76,120,6129,41,144,36,6686
E02004479,Castle Point 007,174,72,126,7447,61,140,28,8048
E02004480,Castle Point 008,86,135,119,6335,28,187,84,6974
E02004481,Castle Point 009,56,65,72,6275,37,119,25,6649
E02004482,Castle Point 010,122,101,159,7761,32,140,25,8340
E02004483,Castle Point 011,116,120,123,7465,37,99,36,7996
E02004484,Castle Point 012,62,78,100,7916,67,117,26,8366
E02004485,Chelmsford 001,603,258,288,8255,47,317,92,9860
E02004486,Chelmsford 002,822,319,198,6769,93,334,95,8630
E02004487,Chelmsford 003,341,240,197,6341,72,333,101,7625
E02004488,Chelmsford 004,843,396,294,7768,75,495,127,9998
E02004489,Chelmsford 005,458,237,231,8154,82,266,70,9498
E02004490,Chelmsford 006,734,446,287,5860,62,442,76,7907
E02004491,Chelmsford 007,487,203,177,6112,50,337,113,7479
E02004492,Chelmsford 008,480,224,325,7564,93,574,88,9348
E02004493,Chelmsford 009,849,452,362,7598,87,882,119,10349
E02004495,Chelmsford 011,209,72,168,7391,85,342,41,8308
E02004496,Chelmsford 012,581,143,234,6632,97,459,78,8224
E02004497,Chelmsford 013,303,102,140,6951,66,220,43,7825
E02004498,Chelmsford 014,473,253,268,8307,70,423,97,9891
E02004499,Chelmsford 015,320,121,149,5867,54,275,55,6841
E02004500,Chelmsford 016,134,66,161,8588,58,198,37,9242
E02004501,Chelmsford 017,160,116,153,6294,35,247,44,7049
E02004502,Chelmsford 018,104,50,103,6634,72,242,26,7231
E02004503,Chelmsford 019,94,93,124,7490,53,128,33,8015
E02004504,Chelmsford 020,148,84,132,7394,78,142,30,8008
E02004505,Chelmsford 021,108,90,124,5975,34,139,38,6508
E02004506,Colchester 001,152,62,141,6544,51,163,35,7148
E02004507,Colchester 002,606,357,290,7550,59,628,198,9688
E02004508,Colchester 003,84,50,119,6160,25,103,25,6566
E02004512,Colchester 007,884,418,421,7757,119,1395,321,11315
E02004513,Colchester 008,1058,1010,444,7247,61,1191,338,11349
E02004514,Colchester 009,386,120,157,4785,39,262,74,5823
E02004515,Colchester 010,267,212,220,8620,51,257,82,9709
E02004516,Colchester 011,1064,880,584,8933,86,1442,388,13377
E02004517,Colchester 012,389,252,201,8327,46,334,63,9612
E02004518,Colchester 013,424,177,338,6419,44,549,131,8082
E02004519,Colchester 014,372,93,165,6495,31,221,119,7496
E02004520,Colchester 015,582,525,347,7670,55,395,126,9700
E02004521,Colchester 016,256,310,288,7994,51,455,93,9447
E02004522,Colchester 017,451,342,275,7009,108,623,175,8983
E02004523,Colchester 018,370,496,278,8646,46,527,139,10502
E02004524,Colchester 019,73,29,127,7872,52,121,26,8300
E02004525,Colchester 020,70,47,102,7568,50,219,31,8087
E02004526,Colchester 021,40,26,81,6883,43,130,18,7221
E02004527,Epping Forest 001,208,91,225,8257,88,350,63,9282
E02004528,Epping Forest 002,194,175,228,7323,104,594,196,8814
E02004529,Epping Forest 003,206,49,109,6658,82,176,91,7371
E02004530,Epping Forest 004,92,49,186,6523,57,184,46,7137
E02004531,Epping Forest 005,291,113,248,5939,117,357,97,7162
E02004532,Epping Forest 006,246,92,218,5284,103,419,56,6418
E02004533,Epping Forest 007,224,468,304,5843,100,556,221,7716
E02004534,Epping Forest 008,312,566,432,6646,111,673,332,9072
E02004535,Epping Forest 009,272,294,275,4571,65,444,150,6071
E02004536,Epping Forest 010,169,53,168,5451,71,283,41,6236
E02004537,Epping Forest 011,394,374,430,6980,100,1051,196,9525
E02004538,Epping Forest 012,863,225,360,7336,107,758,216,9865
E02004539,Epping Forest 013,415,224,293,5826,125,889,151,7923
E02004540,Epping Forest 014,564,120,266,4375,91,477,140,6033
E02004541,Epping Forest 015,1094,361,553,8162,216,1087,279,11752
E02004542,Epping Forest 016,1839,185,292,3784,62,539,301,7002
E02004543,Epping Forest 017,2294,493,312,3038,58,979,428,7602
E02004544,Harlow 001,505,462,405,8762,97,729,222,11182
E02004545,Harlow 002,390,500,262,5890,64,739,126,7971
E02004546,Harlow 003,679,545,298,5768,64,913,145,8412
E02004547,Harlow 004,1258,791,344,6281,52,1109,226,10061
E02004548,Harlow 005,409,401,293,7075,78,537,150,8943
E02004549,Harlow 006,390,388,245,6199,72,715,149,8158
E02004550,Harlow 007,766,753,282,5790,80,990,161,8822
E02004551,Harlow 008,246,354,274,5908,73,641,111,7607
E02004552,Harlow 009,297,371,154,5122,46,530,72,6592
E02004553,Harlow 010,323,584,282,5652,51,792,162,7846
E02004554,Harlow 011,291,676,211,5546,68,783,161,7736
E02004555,Maldon 001,44,26,64,6079,33,219,22,6487
E02004556,Maldon 002,92,19,83,7097,55,177,28,7551
E02004557,Maldon 003,81,36,126,8399,51,193,23,8909
E02004558,Maldon 004,134,21,115,6295,56,234,53,6908
E02004559,Maldon 005,143,25,107,7504,68,171,11,8029
E02004560,Maldon 006,50,48,112,8680,53,124,17,9084
E02004561,Maldon 007,104,27,156,9865,53,152,32,10389
E02004562,Maldon 008,92,35,133,8349,70,149,23,8851
E02004563,Rochford 001,47,35,57,6335,41,64,12,6591
E02004564,Rochford 002,97,46,102,7504,33,104,32,7918
E02004566,Rochford 004,45,32,105,5282,41,140,9,5654
E02004567,Rochford 005,135,51,140,7620,53,104,25,8128
E02004568,Rochford 006,144,73,189,8207,61,154,34,8862
E02004569,Rochford 007,174,146,167,7923,37,168,34,8649
E02004570,Rochford 008,143,76,168,8066,46,151,42,8692
E02004571,Rochford 009,119,31,119,7365,38,119,24,7815
E02004572,Rochford 010,82,72,113,7522,30,91,21,7931
E02004573,Tendring 001,65,68,150,5818,29,254,34,6418
E02004574,Tendring 002,94,32,127,7412,36,134,26,7861
E02004575,Tendring 003,62,35,183,11478,64,233,34,12089
E02004576,Tendring 004,80,50,115,8666,51,148,29,9139
E02004577,Tendring 005,116,72,108,5542,32,198,40,6108
E02004578,Tendring 006,137,46,120,7014,118,165,27,7627
E02004579,Tendring 007,54,32,84,7585,39,109,9,7912
