Middle layer Super Output Areas Code,Middle layer Super Output Areas,No_qualifications,Level_1_and_entry_level_qualifications,Level_2_qualifications,Apprenticeship,Level_3_qualifications,Level_4_qualifications_or_above,Other,Does_not_apply,total
E02004691,Basingstoke and Deane 017,926,572,867,326,1135,2691,170,1263,7950
E02004692,Basingstoke and Deane 018,922,629,860,399,1117,2075,153,1077,7232
E02004693,Basingstoke and Deane 019,1033,816,908,352,1151,1537,155,1494,7446
E02004694,Basingstoke and Deane 020,776,516,827,305,1065,2522,95,1433,7539
E02004695,Basingstoke and Deane 021,502,628,1119,272,1526,2687,125,1894,8753
E02004696,Basingstoke and Deane 022,794,499,811,308,1102,2448,148,1433,7543
E02004697,East Hampshire 001,569,399,772,205,905,2594,127,1264,6835
E02004698,East Hampshire 002,1045,612,801,241,909,1562,149,1286,6605
E02004699,East Hampshire 003,1147,793,1330,475,1650,3421,224,1672,10712
E02004700,East Hampshire 004,778,544,857,266,1091,1693,121,1557,6907
E02004702,East Hampshire 006,1080,797,1034,402,1305,1759,184,1458,8019
E02004703,East Hampshire 007,1051,826,1491,416,1835,4689,199,2104,12611
E02004704,East Hampshire 008,765,432,793,278,1012,1762,141,1021,6204
E02004705,East Hampshire 009,989,676,1052,376,1325,3289,194,1870,9771
E02004706,East Hampshire 010,962,507,882,293,1049,2540,141,1242,7616
E02004707,East Hampshire 011,923,633,1313,319,1518,4479,181,1844,11210
E02004708,East Hampshire 012,1159,713,1125,375,1340,2949,185,1776,9622
E02004709,East Hampshire 013,829,642,1108,381,1450,2606,147,1580,8743
E02004710,East Hampshire 014,736,518,838,327,1049,1869,131,1087,6555
E02004712,Eastleigh 001,608,464,898,331,1042,3472,180,1773,8768
E02004713,Eastleigh 002,842,623,957,463,1284,2143,178,1542,8032
E02004714,Eastleigh 003,810,587,853,397,1088,2442,178,1158,7513
E02004715,Eastleigh 004,1176,811,1046,498,1371,2232,160,1751,9045
E02004716,Eastleigh 005,1079,788,1051,557,1377,2032,174,1692,8750
E02004717,Eastleigh 006,1734,1174,1536,552,1878,2930,242,2942,12988
E02004718,Eastleigh 007,1064,876,1079,388,1304,2186,184,1613,8694
E02004719,Eastleigh 008,1090,962,1428,687,1893,3115,227,2129,11531
E02004720,Eastleigh 009,1508,1012,1445,716,1815,2821,284,1720,11321
E02004721,Eastleigh 010,672,733,1441,439,1895,3506,144,2954,11784
E02004722,Eastleigh 011,1082,548,898,431,1061,1548,175,1267,7010
E02004723,Eastleigh 012,1049,855,1190,624,1704,2462,234,1740,9858
E02004724,Eastleigh 013,1038,778,1208,494,1539,2522,172,1919,9670
E02004725,Eastleigh 014,811,502,656,335,801,1310,135,896,5446
E02004726,Eastleigh 015,590,495,712,339,955,1819,110,1017,6037
E02004727,Fareham 001,679,663,1209,392,1677,3261,131,2242,10254
E02004728,Fareham 002,986,763,1130,501,1491,2424,182,1619,9096
E02004729,Fareham 003,1100,700,934,356,1167,1624,144,1221,7246
E02004730,Fareham 004,924,643,1019,455,1423,2670,223,1314,8671
E02004731,Fareham 005,723,587,928,400,1202,2416,135,1188,7579
E02004732,Fareham 006,854,619,1104,455,1357,2731,162,1561,8843
E02004733,Fareham 007,802,608,987,404,1280,2450,126,1361,8018
E02004734,Fareham 008,1230,853,1220,552,1663,2840,230,1524,10112
E02004735,Fareham 009,883,696,895,462,1230,2046,182,1086,7480
E02004736,Fareham 010,1114,759,994,611,1288,1874,208,1263,8111
E02004737,Fareham 011,1100,717,956,388,1210,1592,162,1447,7572
E02004738,Fareham 012,1085,694,887,488,1151,1644,169,1089,7207
E02004739,Fareham 013,1005,568,827,476,1206,2050,183,909,7224
E02004740,Fareham 014,762,506,862,350,1078,2289,195,1051,7093
E02004741,Gosport 001,1382,840,1029,483,1120,1168,177,1298,7497
E02004742,Gosport 002,1315,790,898,406,1180,1089,191,1185,7054
E02004743,Gosport 003,933,815,990,469,1305,1347,169,1285,7313
E02004744,Gosport 004,1153,1049,1243,410,1584,1585,164,2629,9817
E02004745,Gosport 005,1262,940,1189,455,1468,1462,178,1557,8511
E02004746,Gosport 006,1242,1052,1396,594,1741,2926,277,1883,11111
E02004747,Gosport 007,1021,672,858,390,1038,1089,168,1011,6247
E02004748,Gosport 008,1529,1014,1297,455,1464,1789,222,1622,9392
E02004749,Gosport 009,863,632,846,407,1066,2075,156,1130,7175
E02004750,Gosport 010,997,701,918,427,1356,2118,181,1138,7836
E02004751,Hart 001,1011,788,1056,432,1260,2299,200,1391,8437
E02004752,Hart 002,700,636,1023,401,1238,2333,158,1464,7953
E02004753,Hart 003,1345,1190,1475,633,1862,2837,268,1906,11516
E02004754,Hart 004,720,467,748,266,864,2631,110,1361,7167
E02004755,Hart 005,900,763,1256,332,1645,4590,197,2483,12166
E02004756,Hart 006,694,600,1050,293,1420,3483,147,1975,9662
E02004757,Hart 007,579,490,862,278,1053,3093,141,1394,7890
E02004758,Hart 008,835,631,1013,315,1195,3265,142,1757,9153
E02004759,Hart 009,727,577,951,319,1163,2686,210,1593,8226
E02004760,Hart 010,718,578,1175,309,1506,3678,209,2551,10724
E02004761,Hart 011,513,347,701,220,1114,2325,91,1208,6519
E02004764,Havant 003,1408,837,1033,579,1261,1740,249,1067,8174
E02004765,Havant 004,657,494,791,355,1030,1679,130,908,6044
E02004766,Havant 005,1353,722,920,349,1004,1325,173,1269,7115
E02004767,Havant 006,1244,603,786,243,774,674,109,1386,5819
E02004768,Havant 007,857,511,672,273,830,1077,122,1034,5376
E02004769,Havant 008,1368,698,799,252,837,705,132,1590,6381
E02004770,Havant 009,1442,720,905,332,867,888,155,1538,6847
E02004771,Havant 010,1949,925,1152,417,1198,1145,189,1993,8968
E02004772,Havant 011,1353,882,1158,573,1584,2113,202,1475,9340
E02004774,Havant 013,1211,749,1147,481,1335,3634,206,1506,10269
E02004775,Havant 014,1220,751,1289,446,1531,3217,222,1641,10317
E02004776,Havant 015,878,553,743,344,895,1696,140,698,5947
E02004777,Havant 016,1000,473,676,274,722,1314,151,648,5258
E02004778,Havant 017,1172,621,828,387,893,1374,180,727,6182
E02004779,New Forest 001,1442,849,1343,568,1622,3314,245,1542,10925
E02004780,New Forest 002,951,659,755,394,924,1009,142,1047,5881
E02004781,New Forest 003,898,784,1038,443,1405,1801,159,1479,8007
E02004782,New Forest 004,1268,736,1005,506,1177,1505,192,1346,7735
E02004783,New Forest 005,799,658,908,441,1165,1634,131,1299,7035
E02004784,New Forest 006,780,471,639,377,810,1677,148,746,5648
E02004785,New Forest 007,681,413,643,283,779,1926,119,647,5491
E02004786,New Forest 008,920,712,1017,433,1395,2055,179,1535,8246
E02004787,New Forest 009,914,628,905,473,1165,1971,219,1000,7275
E02004788,New Forest 010,846,564,934,366,988,2201,146,1178,7223
E02004789,New Forest 011,1509,950,1325,649,1606,2261,250,1885,10435
E02004790,New Forest 012,1257,676,1001,443,1181,1969,190,1389,8106
E02004791,New Forest 013,890,541,788,345,864,783,120,1226,5557
E02004792,New Forest 014,1323,856,1053,624,1357,1726,233,1286,8458
E02004793,New Forest 015,715,467,837,316,969,2857,172,1058,7391
E02004794,New Forest 016,744,464,820,321,1048,2236,152,1106,6891
E02004795,New Forest 017,988,528,995,379,1197,3064,214,1149,8514
E02004796,New Forest 018,1425,914,1240,668,1412,2506,262,1200,9627
E02004797,New Forest 019,1088,695,1087,476,1185,2024,180,1388,8123
E02004798,New Forest 020,1002,666,790,353,895,1211,134,1094,6145
E02004799,New Forest 021,1387,793,1043,554,1142,1750,220,1054,7943
E02004800,New Forest 022,1211,693,891,548,1015,2120,369,557,7404
E02004801,New Forest 023,916,558,943,438,1068,2783,194,831,7731
E02004802,Rushmoor 001,1315,754,820,283,850,1258,222,1246,6748
E02004803,Rushmoor 002,1628,925,815,266,855,1223,246,1531,7489
E02004804,Rushmoor 003,946,740,984,349,1122,1615,164,1234,7154
E02004805,Rushmoor 004,769,598,983,327,1228,3064,166,1436,8571
E02004806,Rushmoor 005,753,746,992,356,1227,2248,143,1569,8034
E02004807,Rushmoor 006,1348,903,1093,470,1303,2297,245,1802,9461
E02004808,Rushmoor 007,1274,975,1414,522,1846,3540,255,2292,12118
E02004809,Rushmoor 008,1790,961,1021,536,1405,2356,267,2578,10914
E02004810,Rushmoor 009,1256,805,995,406,1138,1692,208,1586,8086
E02004811,Rushmoor 010,1492,808,873,399,1043,1904,225,1227,7971
E02004812,Rushmoor 011,899,651,759,301,1000,1801,170,1160,6741
E02004813,Rushmoor 012,1333,713,776,299,833,1117,170,1224,6465
E02004814,Test Valley 001,720,580,921,304,1210,2026,152,1127,7040
E02004815,Test Valley 002,1185,895,1000,330,959,1024,212,1767,7372
E02004817,Test Valley 004,1186,761,978,372,1148,1576,217,1256,7494
E02004818,Test Valley 005,1227,873,1213,544,1649,2861,234,1641,10242
E02004819,Test Valley 006,1048,653,996,422,1272,2002,178,1225,7796
E02004820,Test Valley 007,764,527,866,312,1187,2193,147,1288,7284
E02004821,Test Valley 008,434,372,568,198,709,1913,88,946,5228
E02004822,Test Valley 009,846,544,861,277,1103,2976,149,1272,8028
E02004823,Test Valley 010,956,662,956,463,1170,2846,184,1421,8658
E02004824,Test Valley 011,970,541,667,274,706,1851,156,692,5857
E02004825,Test Valley 012,1347,816,1223,567,1511,3307,257,1875,10903
E02004826,Test Valley 013,949,607,1022,383,1332,3488,152,1831,9764
E02004827,Test Valley 014,416,460,792,238,1017,2825,100,1513,7361
E02004828,Test Valley 015,796,567,864,333,1081,2251,156,1202,7250
E02004829,Winchester 001,421,303,610,194,843,2268,102,1178,5919
E02004830,Winchester 002,544,420,635,228,904,2800,134,1279,6944
E02004831,Winchester 003,715,566,1038,252,1298,4439,149,2032,10489
E02004832,Winchester 004,960,522,951,345,1106,3177,146,1269,8476
E02004833,Winchester 005,773,482,875,218,1752,3990,183,1806,10079
E02004834,Winchester 006,1108,531,714,265,1176,2413,158,1279,7644
E02004835,Winchester 007,639,406,1070,167,1603,4974,154,1689,10702
E02004836,Winchester 008,702,378,639,164,2319,1488,77,995,6762
E02004837,Winchester 009,558,377,762,229,1096,3565,110,1532,8229
E02004838,Winchester 010,835,516,971,351,1175,3819,128,1957,9752
E02004839,Winchester 011,769,507,919,311,1193,3531,146,1586,8962
E02004840,Winchester 012,1130,718,1122,431,1417,3438,206,1739,10201
E02004841,Winchester 013,1169,778,1378,497,1724,3832,212,2156,11746
E02004842,Winchester 014,1302,819,1316,555,1833,3299,219,2193,11536
E02004843,Broxbourne 001,1097,752,945,414,1084,1399,181,1363,7235
E02004844,Broxbourne 002,1236,769,936,359,1120,1353,192,1494,7459
E02004845,Broxbourne 003,1327,783,953,365,1097,1701,225,1445,7896
E02004846,Broxbourne 004,763,511,862,276,894,1809,139,1146,6400
E02004847,Broxbourne 005,1593,1021,1248,441,1352,2135,201,2363,10354
E02004848,Broxbourne 006,1173,742,1029,335,1085,1615,156,1583,7718
E02004849,Broxbourne 007,925,574,850,337,1019,1795,145,1204,6849
E02004850,Broxbourne 008,1376,743,891,352,964,1522,163,1435,7446
E02004851,Broxbourne 009,1108,567,707,270,811,1170,122,1179,5934
E02004852,Broxbourne 010,1415,720,867,371,1025,1859,196,1616,8069
E02004853,Broxbourne 011,1293,697,808,305,860,1432,159,1435,6989
E02004854,Broxbourne 012,1524,690,838,346,1043,1917,217,1494,8069
E02004855,Broxbourne 013,1726,780,792,335,916,1980,238,1811,8578
E02004856,Dacorum 001,598,403,658,227,794,1891,92,1137,5800
E02004857,Dacorum 002,506,401,724,212,803,2176,100,1119,6041
E02004858,Dacorum 003,598,411,576,198,657,1480,87,1019,5026
E02004859,Dacorum 004,474,288,542,166,610,2163,81,993,5317
E02004860,Dacorum 005,684,545,699,242,792,1437,140,1294,5833
E02004861,Dacorum 006,594,308,556,200,674,2137,99,963,5531
E02004862,Dacorum 007,1320,845,888,357,946,1551,177,1698,7782
E02004863,Dacorum 008,1430,835,842,281,968,1553,173,1852,7934
E02004864,Dacorum 009,426,334,594,160,699,2919,107,1132,6371
E02004865,Dacorum 010,694,555,690,235,791,1406,103,1040,5514
E02004866,Dacorum 011,928,689,850,285,887,1569,141,1420,6769
E02004867,Dacorum 012,528,358,583,155,619,2648,100,1547,6538
E02004868,Dacorum 013,1079,711,858,321,975,1773,178,1903,7798
E02004869,Dacorum 014,480,336,549,146,574,2460,82,1248,5875
E02004870,Dacorum 015,1527,1031,1379,479,1449,3138,269,2344,11616
E02004871,Dacorum 016,625,438,661,243,672,1287,89,1011,5026
E02004872,Dacorum 017,882,698,919,331,976,2013,157,1449,7425
E02004873,Dacorum 018,994,748,1251,383,1679,4218,200,2192,11665
E02004874,Dacorum 019,844,516,687,278,855,1542,124,1155,6001
E02004875,Dacorum 020,1326,965,1269,412,1375,2568,213,2314,10442
E02004876,Dacorum 021,1060,726,1242,390,1334,3011,212,1523,9498
E02004877,Dacorum 022,571,360,578,229,713,1805,82,949,5287
E02004878,East Hertfordshire 001,1148,842,1148,422,1385,2273,162,1938,9318
E02004880,East Hertfordshire 003,949,702,1243,315,1508,3666,176,2274,10833
E02004881,East Hertfordshire 004,682,448,780,253,831,2436,160,1277,6867
E02004882,East Hertfordshire 005,843,615,969,262,1042,2809,167,1754,8461
E02004883,East Hertfordshire 006,832,523,746,297,930,1607,97,1213,6245
E02004884,East Hertfordshire 007,1350,805,1169,422,1321,3173,268,1866,10374
E02004885,East Hertfordshire 008,706,653,1000,311,1263,2774,135,1738,8580
E02004886,East Hertfordshire 009,933,494,767,263,883,1923,123,1276,6662
E02004887,East Hertfordshire 010,790,540,927,284,1029,2523,130,1306,7529
E02004888,East Hertfordshire 011,1073,760,1068,377,1157,2528,164,1617,8744
E02004889,East Hertfordshire 012,1496,899,1265,486,1502,3125,243,2222,11238
E02004890,East Hertfordshire 013,852,725,1005,348,1289,2608,155,1407,8389
E02004891,East Hertfordshire 014,736,510,805,237,967,2958,125,1559,7897
E02004892,East Hertfordshire 015,758,459,615,212,762,1714,119,1276,5915
E02004893,East Hertfordshire 016,485,385,676,186,873,1945,90,1333,5973
E02004894,East Hertfordshire 017,926,640,946,299,1255,3680,163,1723,9632
E02004895,East Hertfordshire 018,1259,794,1258,385,1225,2466,168,1832,9387
E02004896,Hertsmere 001,1072,555,883,334,1112,2656,223,1145,7980
E02004897,Hertsmere 002,868,550,727,273,919,2010,136,1330,6813
E02004898,Hertsmere 003,1199,684,854,295,1025,2067,177,1450,7751
E02004899,Hertsmere 004,657,417,651,187,659,1641,94,1085,5391
E02004900,Hertsmere 005,691,420,823,212,834,3501,131,1573,8185
E02004901,Hertsmere 006,1689,898,1077,395,1113,2540,246,2256,10214
E02004902,Hertsmere 007,1180,679,790,275,876,2260,186,1881,8127
E02004903,Hertsmere 008,845,554,792,267,935,2369,157,1594,7513
E02004904,Hertsmere 009,937,598,803,256,893,1802,176,1404,6869
E02004905,Hertsmere 010,687,397,664,166,698,2506,138,1285,6541
E02004906,Hertsmere 011,1472,740,1030,377,1201,3536,249,2508,11113
E02004907,Hertsmere 012,1201,704,1166,425,1315,3606,221,2138,10776
E02004908,Hertsmere 013,1279,725,1137,364,1161,3641,260,1987,10554
E02004909,North Hertfordshire 001,741,493,669,225,814,1663,94,1115,5814
E02004910,North Hertfordshire 002,1171,888,1227,462,1544,3829,244,2266,11631
E02004911,North Hertfordshire 003,996,653,848,330,872,1617,149,1343,6808
E02004912,North Hertfordshire 004,1130,887,1238,460,1458,3299,268,1879,10619
E02004914,North Hertfordshire 006,981,696,888,261,952,2499,136,1662,8075
E02004915,North Hertfordshire 007,805,552,617,251,695,1492,129,1090,5631
E02004916,North Hertfordshire 008,736,514,750,229,848,2835,142,1362,7416
E02004917,North Hertfordshire 009,973,589,740,276,782,1719,175,1137,6391
E02004918,North Hertfordshire 010,746,428,708,220,908,3499,123,1528,8160
E02004919,North Hertfordshire 011,843,582,767,264,928,2610,140,1574,7708
E02004920,North Hertfordshire 012,1383,785,1172,355,1307,4125,226,2134,11487
E02004921,North Hertfordshire 013,615,421,739,236,857,3289,102,1609,7868
E02004922,North Hertfordshire 014,1146,729,1135,405,1294,3350,177,1896,10132
E02004923,North Hertfordshire 015,1015,668,1154,379,1322,3830,160,1857,10385
E02004924,St Albans 001,399,299,630,143,698,3510,103,1948,7730
E02004925,St Albans 002,532,350,696,204,740,3276,79,2001,7878
E02004926,St Albans 003,382,244,592,138,647,4132,123,1844,8102
E02004927,St Albans 004,518,386,691,204,771,2530,130,1486,6716
E02004928,St Albans 005,364,304,617,156,685,3169,70,1506,6871
E02004929,St Albans 006,580,376,677,241,706,2391,124,1308,6403
E02004930,St Albans 007,565,424,714,199,793,2702,138,1470,7005
E02004931,St Albans 008,530,368,621,221,752,2735,143,1603,6973
E02004932,St Albans 009,754,461,683,201,806,2887,111,1841,7744
E02004933,St Albans 010,265,247,517,109,534,3548,80,1644,6944
E02004934,St Albans 011,535,258,500,122,632,4077,101,1578,7803
E02004935,St Albans 012,527,327,566,158,790,5006,126,1552,9052
E02004936,St Albans 013,380,273,529,160,658,2851,79,1608,6538
E02004937,St Albans 014,411,312,582,158,644,3694,95,1397,7293
E02004939,St Albans 016,771,432,593,187,646,2425,151,1482,6687
E02004940,St Albans 017,810,515,601,215,749,2874,128,1818,7710
E02004941,St Albans 018,1204,797,1165,377,1319,2747,227,1968,9804
E02004942,St Albans 019,772,422,715,284,812,2057,139,1232,6433
E02004943,St Albans 020,869,570,947,339,1042,2807,189,1455,8218
E02004944,Stevenage 001,967,797,979,293,1063,1926,170,1945,8140
E02004945,Stevenage 002,1321,1047,1433,486,1647,3686,241,2371,12232
E02004946,Stevenage 003,924,748,857,287,874,1323,110,1300,6423
E02004948,Stevenage 005,861,629,731,304,775,1502,144,1132,6078
E02004949,Stevenage 006,1367,942,1046,387,1143,2038,196,1678,8797
E02004950,Stevenage 007,949,726,855,302,984,1339,150,1519,6824
E02004951,Stevenage 008,1240,828,877,320,1021,1917,183,1668,8054
E02004952,Stevenage 009,1000,765,851,282,925,1547,141,1376,6887
E02004953,Stevenage 010,990,654,831,300,858,1243,139,1458,6473
E02004954,Stevenage 011,974,784,826,319,1056,1522,160,1489,7130
E02004955,Stevenage 012,778,681,781,270,871,1293,128,1217,6019
E02004956,Three Rivers 001,1016,700,1009,393,1236,2886,171,1624,9035
E02004957,Three Rivers 002,1150,916,1227,385,1364,3111,162,2500,10815
E02004958,Three Rivers 003,700,537,848,334,1051,2675,161,1551,7857
E02004959,Three Rivers 004,462,301,653,132,703,2798,95,1036,6180
E02004960,Three Rivers 005,321,265,553,121,644,2586,62,1156,5708
E02004961,Three Rivers 006,893,600,967,371,1220,3458,177,2020,9706
E02004962,Three Rivers 007,843,557,920,250,1084,3415,155,1800,9024
E02004963,Three Rivers 008,995,664,811,302,919,2047,154,1673,7565
E02004964,Three Rivers 009,823,459,653,236,715,1510,113,1239,5748
E02004965,Three Rivers 010,1051,575,730,362,863,1877,189,1301,6948
E02004966,Three Rivers 011,476,275,622,127,785,3760,95,1158,7298
E02004967,Three Rivers 012,1290,687,845,320,894,1902,232,1708,7878
E02004968,Watford 001,1148,679,860,341,903,1901,175,1699,7706
E02004969,Watford 002,924,579,817,327,1005,1939,185,1478,7254
E02004970,Watford 003,1281,745,909,326,1002,2047,207,1882,8399
E02004971,Watford 004,1194,696,885,293,1113,2316,180,1988,8665
E02004972,Watford 005,666,468,659,239,759,2044,158,1182,6175
E02004973,Watford 006,1115,677,784,263,1015,2752,246,1853,8705
E02004974,Watford 007,897,461,771,222,941,3845,180,1754,9071
E02004975,Watford 008,637,416,743,158,870,3575,137,1692,8228
E02004976,Watford 009,1470,749,970,379,1181,4296,302,2066,11413
E02004977,Watford 010,1287,697,829,256,948,2846,266,2027,9156
E02004978,Watford 011,1499,827,994,277,1097,3019,269,2314,10296
E02004979,Watford 012,724,470,744,215,843,2675,160,1348,7179
E02004980,Welwyn Hatfield 001,518,396,645,226,809,2458,125,1025,6202
E02004981,Welwyn Hatfield 002,761,561,854,292,1123,2777,147,1625,8140
E02004982,Welwyn Hatfield 003,568,392,647,215,742,2019,107,1278,5968
E02004983,Welwyn Hatfield 004,785,522,733,287,824,1564,123,1281,6119
E02004984,Welwyn Hatfield 005,838,524,736,261,885,1826,169,1048,6287
E02004985,Welwyn Hatfield 006,699,463,703,197,826,2737,126,1181,6932
E02004986,Welwyn Hatfield 007,1125,822,951,307,1154,2312,143,1973,8787
E02004987,Welwyn Hatfield 008,886,626,916,271,1107,2029,156,1804,7795
E02004988,Welwyn Hatfield 009,920,684,839,294,1009,2117,167,1820,7850
E02004989,Welwyn Hatfield 010,1337,810,1173,376,2959,3653,313,1935,12556
E02004990,Welwyn Hatfield 011,972,548,679,284,869,2504,169,1259,7284
E02004991,Welwyn Hatfield 012,1181,609,753,314,1133,2396,240,1604,8230
E02004992,Welwyn Hatfield 013,1153,709,872,341,2767,2660,320,1582,10404
E02004994,Welwyn Hatfield 015,601,407,724,215,821,2164,113,1111,6156
E02004995,Welwyn Hatfield 016,696,449,697,222,759,1781,109,929,5642
E02004996,Ashford 001,935,660,912,314,1079,2658,180,1689,8427
E02004997,Ashford 002,1243,624,1042,372,1131,2303,164,1312,8191
E02004998,Ashford 003,902,633,853,324,980,1708,170,1231,6801
E02005000,Ashford 005,1789,1161,1532,493,1537,2804,320,2466,12102
E02005001,Ashford 006,1315,882,1173,501,1349,2277,228,1838,9563
E02005002,Ashford 007,1855,1060,1205,476,1263,1693,246,2242,10040
E02005003,Ashford 008,1736,1010,1150,389,1075,1421,225,2242,9248
E02005004,Ashford 009,1406,1070,1542,475,1839,2692,250,2526,11800
E02005005,Ashford 010,1117,812,1242,426,1505,2964,200,2131,10397
E02005006,Ashford 011,941,550,781,320,843,1557,161,1054,6207
E02005007,Ashford 012,1332,817,1175,441,1405,2296,228,1669,9363
E02005008,Ashford 013,1289,793,1148,438,1241,2397,254,1210,8770
E02005009,Ashford 014,858,560,737,324,832,1559,123,967,5960
E02005010,Canterbury 001,1303,757,974,346,1076,1698,187,1248,7589
E02005011,Canterbury 002,1476,753,893,496,1049,1607,258,952,7484
E02005012,Canterbury 003,1758,873,1099,462,1349,1702,200,1517,8960
E02005013,Canterbury 004,1629,907,1031,462,1171,1541,221,1252,8214
E02005014,Canterbury 005,1310,750,1016,480,1128,2385,220,1149,8438
E02005015,Canterbury 006,1319,922,1210,483,1489,2059,213,1954,9649
E02005016,Canterbury 007,1109,666,936,368,1024,2213,178,1314,7808
E02005017,Canterbury 008,800,473,707,306,928,2274,144,1005,6637
E02005018,Canterbury 009,1400,776,1057,513,1163,2151,214,1458,8732
E02005019,Canterbury 010,905,499,725,296,849,1975,146,1130,6525
E02005020,Canterbury 011,1385,631,827,367,963,1753,187,1409,7522
E02005021,Canterbury 012,742,399,747,250,4501,3048,209,1137,11033
E02005022,Canterbury 013,783,439,622,187,2549,2249,138,1095,8062
E02005023,Canterbury 014,1385,654,859,232,2254,2368,233,1742,9727
E02005025,Canterbury 016,797,427,911,220,2253,3845,205,1236,9894
E02005026,Canterbury 017,846,545,879,327,1049,2706,139,1589,8080
E02005027,Canterbury 018,677,403,612,206,722,1938,103,856,5517
E02005028,Dartford 001,1597,1027,1388,436,1447,4032,245,4196,14368
E02005029,Dartford 002,1192,1049,1652,501,1998,4562,260,3711,14925
E02005030,Dartford 003,1385,992,1356,467,1495,3547,236,2725,12203
E02005031,Dartford 004,1248,768,1004,371,1053,1689,164,1841,8138
E02005032,Dartford 005,1330,870,1120,437,1262,2398,199,2111,9727
E02005033,Dartford 006,1058,701,913,340,1050,1710,139,1693,7604
E02005034,Dartford 007,825,707,1044,396,1114,2006,153,1480,7725
E02005035,Dartford 008,1110,762,1077,397,1114,2017,198,1865,8540
E02005036,Dartford 009,1114,663,796,296,819,1278,174,1592,6732
E02005037,Dartford 010,977,653,944,339,990,1748,174,1262,7087
E02005038,Dartford 011,885,556,765,343,864,1350,170,1064,5997
E02005039,Dartford 012,1074,661,861,354,974,1325,215,1409,6873
E02005040,Dartford 013,922,599,926,379,1007,1700,191,1106,6830
E02005041,Dover 001,940,537,879,321,1048,2186,187,1147,7245
E02005042,Dover 002,1410,777,1077,428,1280,2494,216,1239,8921
E02005043,Dover 003,1310,663,890,397,1023,1638,213,992,7126
E02005044,Dover 004,862,509,795,276,852,1955,150,653,6052
E02005045,Dover 005,1425,799,1240,453,1505,1851,176,1902,9351
E02005046,Dover 006,1332,821,1098,364,1290,1837,200,2022,8964
E02005047,Dover 007,1400,715,1010,387,1175,1510,191,1329,7717
E02005048,Dover 008,1004,537,861,392,1039,1664,178,921,6596
E02005049,Dover 009,923,537,791,360,977,2289,216,839,6932
E02005050,Dover 010,1480,893,1203,539,1601,2121,264,1605,9706
E02005051,Dover 011,2385,1550,1922,548,1931,1858,289,3121,13604
E02005052,Dover 012,1485,801,1091,398,1148,1585,232,1612,8352
E02005053,Dover 013,1658,979,1166,438,1228,1524,234,1931,9158
E02005054,Dover 014,1092,623,882,381,1122,1439,180,966,6685
E02005055,Gravesham 001,1407,839,920,325,928,1507,244,2224,8394
E02005056,Gravesham 002,2053,944,1021,389,1100,2398,351,1906,10162
E02005057,Gravesham 003,1899,1048,1215,497,1446,2462,363,2656,11586
E02005058,Gravesham 004,1403,779,959,332,968,1440,227,1899,8007
E02005059,Gravesham 005,1252,782,1160,426,1440,2560,281,1744,9645
E02005060,Gravesham 006,1436,804,995,390,1134,1817,243,1826,8645
E02005061,Gravesham 007,1367,744,910,327,917,1298,212,1721,7496
