Middle layer Super Output Areas Code,Middle layer Super Output Areas,Higher_managerial_administrative_and_professional_occupations,Lower_managerial_administrative_and_professional_occupations,Intermediate_occupations,Small_employers_and_own_account_workers,Lower_supervisory_and_technical_occupations,Semi_routine_occupations,Routine_occupations,Never_worked_and_long_term_unemployed,Full_time_students,Does_not_apply,total
E02003548,Portsmouth 025,897,1261,530,550,204,469,411,371,668,801,6162
E02003549,Southampton 001,1133,1113,483,564,152,459,489,408,2599,1094,8494
E02003550,Southampton 002,550,1339,883,567,400,803,969,486,368,1523,7888
E02003551,Southampton 003,381,672,437,434,263,537,693,411,1746,914,6488
E02003552,Southampton 004,255,783,573,455,353,797,997,522,295,1105,6135
E02003553,Southampton 005,390,597,366,505,226,506,786,467,2187,1247,7277
E02003554,Southampton 006,838,1220,611,483,199,511,481,368,431,928,6070
E02003555,Southampton 007,474,1276,830,661,479,1026,1139,573,418,1827,8703
E02003556,Southampton 008,477,967,619,514,295,614,602,267,244,1152,5751
E02003557,Southampton 009,1199,1006,433,341,121,364,314,260,1919,841,6798
E02003558,Southampton 010,465,1172,576,534,342,726,944,493,381,1616,7249
E02003559,Southampton 011,1257,1618,759,590,271,501,535,330,410,1566,7837
E02003560,Southampton 012,225,727,572,581,419,940,1226,600,334,1843,7467
E02003561,Southampton 013,570,901,520,565,255,633,791,591,2122,975,7923
E02003562,Southampton 014,901,1543,886,756,369,729,759,413,385,1578,8319
E02003563,Southampton 015,614,1234,792,637,401,881,1005,502,326,1628,8020
E02003564,Southampton 016,535,1148,782,723,403,973,980,504,356,1682,8086
E02003565,Southampton 017,653,783,401,397,222,435,660,442,2066,698,6757
E02003566,Southampton 018,416,924,638,532,332,856,803,406,230,1265,6402
E02003567,Southampton 019,446,1102,750,626,384,930,1019,567,435,1807,8066
E02003568,Southampton 020,1231,1538,692,610,294,660,802,371,922,1146,8266
E02003569,Southampton 021,656,1302,685,644,365,846,1082,543,402,1291,7816
E02003570,Southampton 022,558,875,566,928,424,1023,1411,1296,2107,2421,11609
E02003571,Southampton 023,712,1031,553,396,261,609,759,398,3518,729,8966
E02003572,Southampton 024,608,1070,614,540,281,656,573,375,281,1184,6182
E02003573,Southampton 025,369,860,735,608,394,1137,1112,623,325,1711,7874
E02003574,Southampton 026,545,1190,909,703,462,946,910,432,278,1285,7660
E02003575,Southampton 027,290,673,535,515,332,911,917,469,287,1606,6535
E02003576,Southampton 028,516,1149,777,687,442,1034,1009,501,341,1668,8124
E02003578,Southampton 030,453,970,687,640,351,788,745,338,252,1112,6336
E02003579,Southampton 031,946,1732,1024,811,478,1023,926,562,367,1716,9585
E02003580,Southampton 032,253,627,477,443,346,843,860,601,248,1504,6202
E02003581,Isle of Wight 001,819,1410,692,871,407,944,716,354,256,1331,7800
E02003582,Isle of Wight 002,906,1690,920,999,357,913,695,328,353,1424,8585
E02003583,Isle of Wight 003,543,1209,841,711,438,1078,788,538,280,1281,7707
E02003584,Isle of Wight 004,458,1035,562,701,326,877,685,509,254,718,6125
E02003585,Isle of Wight 005,719,1286,780,811,330,823,505,293,202,849,6598
E02003586,Isle of Wight 006,601,1265,764,799,386,1005,717,546,289,1320,7692
E02003587,Isle of Wight 007,457,1179,756,810,470,1309,976,629,340,1647,8573
E02003588,Isle of Wight 008,510,1318,823,943,574,1288,1163,680,341,1626,9266
E02003589,Isle of Wight 009,379,1097,681,625,433,1115,893,498,299,1391,7411
E02003590,Isle of Wight 010,876,1504,813,1101,322,705,516,466,206,817,7326
E02003591,Isle of Wight 011,689,1594,994,935,506,1207,909,512,409,1661,9416
E02003592,Isle of Wight 012,901,1845,942,1397,536,1239,885,670,253,1026,9694
E02003593,Isle of Wight 013,600,1092,554,810,232,548,381,253,186,602,5258
E02003594,Isle of Wight 014,581,1342,826,1144,542,1388,1062,749,328,1339,9301
E02003595,Isle of Wight 015,624,1348,912,1140,443,1085,774,496,217,984,8023
E02003596,Isle of Wight 016,595,1317,834,1183,461,1215,1013,677,261,1156,8712
E02003597,Isle of Wight 017,556,1059,574,939,283,609,428,321,170,761,5700
E02003598,Isle of Wight 018,616,1189,626,1170,399,912,689,499,231,941,7272
E02003599,Central Bedfordshire 001,551,954,670,396,295,554,626,254,247,1202,5749
E02003600,Central Bedfordshire 002,671,1092,733,625,332,604,619,365,236,1151,6428
