Middle layer Super Output Areas Code,Middle layer Super Output Areas,Owns_outright,Owns_with_a_mortgage_or_loan,Shared_ownership,Social_rented_Rents_from_council_or_Local_Authority,Other_social_rented,Private_rented_Private_landlord_or_letting_agency,Other_private_rented,Lives_rent_free
E02005069,Maidstone 002,1366,1323,27,19,166,623,69,0
E02005070,Maidstone 003,1973,1506,57,18,74,350,72,0
E02005071,Maidstone 004,906,1223,69,219,879,1855,323,3
E02005072,Maidstone 005,1437,1226,14,11,75,368,46,0
E02005073,Maidstone 006,987,1449,133,104,660,1931,130,2
E02005074,Maidstone 007,1555,1215,30,18,83,415,56,1
E02005075,Maidstone 008,1073,1442,137,120,624,734,88,3
E02005076,Maidstone 009,832,1299,98,150,562,894,72,1
E02005077,Maidstone 010,1013,1031,37,183,547,238,57,1
E02005078,Maidstone 011,1754,1252,86,55,319,412,106,0
E02005079,Maidstone 012,1573,1296,65,48,248,302,33,0
E02005080,Maidstone 013,955,1148,82,528,1660,345,50,6
E02005081,Maidstone 014,1396,948,35,41,218,294,67,0
E02005082,Maidstone 015,1523,1855,164,92,506,416,104,1
E02005083,Maidstone 016,1345,1188,77,68,281,230,43,1
E02005084,Maidstone 017,1230,1003,71,83,244,320,109,0
E02005085,Maidstone 018,1152,1110,84,80,267,361,85,0
E02005086,Maidstone 019,1063,970,66,33,152,334,46,0
E02005087,Sevenoaks 001,1298,1055,21,38,192,215,42,3
E02005088,Sevenoaks 002,913,1057,78,317,1284,330,43,9
E02005089,Sevenoaks 003,1117,1101,32,47,194,276,46,0
E02005090,Sevenoaks 004,1260,725,24,36,187,159,36,0
E02005091,Sevenoaks 005,1200,980,75,52,254,274,71,0
E02005093,Sevenoaks 007,1355,804,30,26,148,166,53,0
E02005094,Sevenoaks 008,1374,1468,137,46,351,600,84,0
E02005095,Sevenoaks 009,1373,1065,37,32,252,180,38,0
E02005096,Sevenoaks 010,1173,1267,142,88,633,648,75,3
E02005097,Sevenoaks 011,1474,1384,23,20,135,348,65,0
E02005098,Sevenoaks 012,1473,1212,15,41,391,803,132,0
E02005099,Sevenoaks 013,1259,1085,35,47,378,460,83,3
E02005100,Sevenoaks 014,1378,1344,197,144,619,424,59,3
E02005101,Sevenoaks 015,1124,895,34,32,292,349,101,1
E02005102,Folkestone and Hythe 001,1475,748,14,97,35,241,90,5
E02005103,Folkestone and Hythe 002,1306,1503,40,184,235,515,94,3
E02005104,Folkestone and Hythe 003,1064,944,8,640,260,357,78,4
E02005105,Folkestone and Hythe 004,751,842,9,254,235,1031,81,3
E02005106,Folkestone and Hythe 005,1154,1229,65,410,325,590,244,4
E02005107,Folkestone and Hythe 006,2269,1669,41,99,144,1051,125,2
E02005109,Folkestone and Hythe 008,1740,835,18,43,21,261,58,0
E02005110,Folkestone and Hythe 009,1577,1042,16,77,33,209,76,0
E02005111,Folkestone and Hythe 010,1609,677,48,457,163,642,84,6
E02005112,Folkestone and Hythe 011,1593,802,11,264,70,281,89,6
E02005113,Folkestone and Hythe 012,1624,776,50,145,140,378,62,1
E02005114,Folkestone and Hythe 013,1288,724,14,186,63,396,62,5
E02005115,Swale 001,578,507,14,41,159,1254,64,0
E02005116,Swale 002,516,532,14,194,779,543,48,3
E02005117,Swale 003,1350,862,8,38,215,247,61,1
E02005118,Swale 004,1352,1654,90,69,373,710,71,1
E02005119,Swale 005,991,780,39,56,258,485,59,0
E02005120,Swale 006,1456,871,20,27,158,560,98,0
E02005121,Swale 007,1333,2371,102,109,531,702,78,1
E02005122,Swale 008,1296,1171,26,40,260,245,62,0
E02005123,Swale 009,1469,2041,94,66,379,755,85,4
E02005124,Swale 010,894,831,35,191,709,1058,80,2
E02005125,Swale 011,999,1189,50,91,467,523,60,0
E02005126,Swale 012,1431,1087,13,45,222,442,59,0
E02005127,Swale 013,1512,1261,69,26,226,339,59,0
E02005128,Swale 014,1427,1199,42,78,532,375,75,1
E02005129,Swale 015,1798,1377,78,140,709,872,120,1
E02005130,Swale 016,1333,1230,117,65,500,515,100,3
E02005131,Swale 017,1053,764,7,51,238,227,70,0
E02005132,Thanet 001,808,630,20,179,485,2724,107,4
E02005133,Thanet 002,2026,1073,30,18,106,514,81,0
E02005134,Thanet 003,653,693,11,143,313,1613,107,4
E02005135,Thanet 004,893,952,9,127,274,827,112,1
E02005136,Thanet 005,1310,1132,6,112,239,391,71,1
E02005137,Thanet 006,852,713,11,638,426,398,59,7
E02005138,Thanet 007,1501,1070,19,194,265,1020,107,0
E02005139,Thanet 008,2551,972,14,43,91,534,82,0
E02005140,Thanet 009,1801,880,8,34,123,492,101,0
E02005141,Thanet 010,1465,747,35,26,101,779,77,0
E02005142,Thanet 011,1507,861,11,139,207,379,81,1
E02005143,Thanet 012,1319,1003,9,100,295,695,82,0
E02005144,Thanet 013,826,815,24,643,609,529,87,3
E02005145,Thanet 014,1476,1090,33,88,233,446,106,0
E02005146,Thanet 015,906,1033,8,59,148,1053,107,0
E02005147,Thanet 016,1072,724,17,366,376,1955,130,4
E02005148,Thanet 017,1767,1042,16,33,165,407,83,1
E02005149,Tonbridge and Malling 001,1624,2253,131,51,383,427,74,3
E02005150,Tonbridge and Malling 002,1391,1766,118,125,824,636,78,1
E02005151,Tonbridge and Malling 003,1867,1907,91,118,677,418,71,0
E02005153,Tonbridge and Malling 005,1267,1307,72,88,751,261,65,1
E02005154,Tonbridge and Malling 006,1868,1680,51,54,411,469,99,0
E02005155,Tonbridge and Malling 007,1427,2133,104,37,371,516,75,1
E02005156,Tonbridge and Malling 008,1213,854,45,45,477,232,73,0
E02005157,Tonbridge and Malling 009,1033,623,55,92,783,126,26,0
E02005158,Tonbridge and Malling 010,1179,968,12,27,156,202,44,0
E02005159,Tonbridge and Malling 011,1328,931,34,85,571,162,26,1
E02005160,Tonbridge and Malling 012,1403,1580,218,113,737,1177,145,0
E02005161,Tonbridge and Malling 013,992,1253,68,53,459,629,49,1
E02005162,Tunbridge Wells 001,1651,1417,44,84,537,528,72,0
E02005163,Tunbridge Wells 002,1059,1196,18,45,317,427,61,1
E02005164,Tunbridge Wells 003,1005,1338,98,91,598,546,64,0
E02005165,Tunbridge Wells 004,1299,959,20,49,411,267,82,7
E02005166,Tunbridge Wells 005,603,694,58,159,936,311,40,0
E02005167,Tunbridge Wells 006,1318,1073,19,22,185,283,41,0
E02005168,Tunbridge Wells 007,1104,1161,50,18,129,680,48,1
E02005169,Tunbridge Wells 008,880,979,48,81,448,2077,120,1
E02005170,Tunbridge Wells 009,1351,1422,37,54,362,842,69,0
E02005171,Tunbridge Wells 010,690,655,26,148,716,408,43,2
E02005172,Tunbridge Wells 011,1307,1095,10,37,336,378,109,1
E02005173,Tunbridge Wells 012,1456,1217,16,21,198,732,55,1
E02005174,Tunbridge Wells 013,1201,836,45,66,463,376,90,0
E02005175,Tunbridge Wells 014,1400,1027,34,70,446,440,77,1
E02005503,Breckland 001,1430,837,14,64,245,357,176,1
E02005504,Breckland 002,1905,990,24,85,402,456,129,0
E02005505,Breckland 003,1261,948,28,97,411,404,74,2
E02005506,Breckland 004,1388,852,12,54,232,377,95,0
E02005507,Breckland 005,1904,1312,27,182,673,1063,117,3
E02005508,Breckland 006,1461,933,22,45,263,228,107,0
E02005509,Breckland 007,1720,820,28,114,641,554,94,0
E02005510,Breckland 008,1602,809,9,77,349,324,99,1
E02005511,Breckland 009,1749,1024,42,73,333,675,101,4
E02005512,Breckland 010,1492,1178,43,65,308,530,131,1
E02005513,Breckland 011,1677,1419,85,110,483,786,114,2
E02005514,Breckland 012,1359,831,8,61,290,404,89,0
E02005515,Breckland 013,1155,861,7,11,181,370,86,0
E02005516,Breckland 014,1344,853,11,54,227,391,121,0
E02005517,Breckland 015,402,465,12,223,694,506,38,5
E02005518,Breckland 016,1442,1416,48,39,234,1231,122,0
E02005519,Breckland 017,835,787,14,300,886,532,53,3
E02005520,Broadland 001,1874,1027,40,62,510,469,95,0
E02005521,Broadland 002,1710,972,22,51,361,559,126,0
E02005522,Broadland 003,1052,681,18,33,211,315,53,0
E02005523,Broadland 004,1469,1220,39,42,295,371,80,0
E02005524,Broadland 005,1196,766,15,17,168,175,37,0
E02005525,Broadland 006,1869,1466,28,40,229,479,65,0
E02005526,Broadland 007,969,734,15,18,174,359,38,0
E02005527,Broadland 008,1717,1336,52,31,346,270,58,3
E02005528,Broadland 009,1772,1229,10,37,319,360,79,0
E02005529,Broadland 010,1402,701,4,31,255,173,52,1
E02005530,Broadland 011,1187,834,14,12,74,215,52,0
E02005531,Broadland 012,1026,737,11,42,281,228,38,2
E02005532,Broadland 013,1936,1560,76,35,298,383,68,1
E02005533,Broadland 014,1782,1200,58,54,437,310,77,1
E02005534,Broadland 015,1669,1041,11,57,326,239,57,0
E02005535,Broadland 016,1234,1047,21,30,211,461,51,1
E02005536,Broadland 017,1325,840,35,19,178,270,50,0
E02005537,Broadland 018,1259,696,27,40,296,314,68,2
E02005538,Great Yarmouth 001,2391,1149,20,216,49,398,121,1
E02005539,Great Yarmouth 002,1735,970,8,247,34,318,101,3
E02005540,Great Yarmouth 003,2215,996,14,235,57,529,113,5
E02005541,Great Yarmouth 004,891,570,2,475,66,479,59,7
E02005542,Great Yarmouth 005,667,417,17,429,319,1453,84,9
E02005543,Great Yarmouth 006,694,384,15,989,269,1700,82,24
E02005544,Great Yarmouth 007,726,692,5,404,244,978,60,5
E02005545,Great Yarmouth 008,1471,895,15,105,39,258,62,0
E02005546,Great Yarmouth 009,1065,829,13,997,127,615,77,19
E02005547,Great Yarmouth 010,1540,979,7,196,83,900,97,5
E02005548,Great Yarmouth 011,844,715,5,854,266,296,97,18
E02005549,Great Yarmouth 012,1303,738,4,98,12,261,61,4
E02005550,Great Yarmouth 013,1437,1206,8,216,183,318,60,5
E02005551,King's Lynn and West Norfolk 001,1466,369,15,36,273,469,65,4
E02005552,King's Lynn and West Norfolk 002,1477,570,20,108,379,449,123,3
E02005553,King's Lynn and West Norfolk 003,2446,766,15,52,353,500,120,2
E02005554,King's Lynn and West Norfolk 004,1618,651,15,58,293,540,154,2
E02005555,King's Lynn and West Norfolk 005,1552,906,8,14,93,228,42,0
E02005556,King's Lynn and West Norfolk 006,1378,1206,22,63,187,406,64,0
E02005557,King's Lynn and West Norfolk 007,443,562,13,370,719,573,60,7
E02005558,King's Lynn and West Norfolk 008,1473,899,5,59,293,246,74,0
E02005559,King's Lynn and West Norfolk 009,961,870,16,183,364,589,79,3
E02005560,King's Lynn and West Norfolk 010,821,968,51,223,629,892,82,3
E02005561,King's Lynn and West Norfolk 011,1098,952,45,372,1049,1604,123,14
E02005562,King's Lynn and West Norfolk 012,1504,858,9,86,320,424,105,3
E02005563,King's Lynn and West Norfolk 013,1542,1076,4,64,224,257,89,2
E02005564,King's Lynn and West Norfolk 014,1726,1061,13,69,200,429,331,0
E02005565,King's Lynn and West Norfolk 015,1324,1020,8,72,224,375,98,2
E02005566,King's Lynn and West Norfolk 016,1984,1297,12,99,335,484,141,5
E02005567,King's Lynn and West Norfolk 017,2275,1240,28,96,503,1017,132,1
E02005568,King's Lynn and West Norfolk 018,1535,913,12,65,280,419,105,3
E02005569,King's Lynn and West Norfolk 019,1430,966,11,76,293,581,233,1
E02005570,North Norfolk 001,1885,564,8,38,255,547,119,0
E02005571,North Norfolk 002,1368,360,26,116,445,391,125,1
E02005572,North Norfolk 003,1762,567,24,56,439,918,90,3
E02005573,North Norfolk 004,1599,386,34,66,426,297,62,1
E02005574,North Norfolk 005,1827,683,22,26,225,360,100,0
E02005575,North Norfolk 006,1657,625,33,44,310,403,102,1
E02005576,North Norfolk 007,1699,565,33,72,333,382,72,1
E02005577,North Norfolk 008,1254,691,15,44,256,386,74,2
E02005578,North Norfolk 009,1034,615,15,51,261,551,126,4
E02005580,North Norfolk 011,1628,805,35,122,526,559,90,4
E02005581,North Norfolk 012,1441,876,9,56,230,512,110,0
E02005582,North Norfolk 013,1477,705,11,67,300,624,68,0
E02005583,North Norfolk 014,2236,809,28,77,427,372,100,1
E02005584,Norwich 001,1059,1246,13,1254,387,890,102,4
E02005585,Norwich 002,734,931,40,1801,456,808,84,8
E02005586,Norwich 003,1023,1432,30,638,149,1656,146,10
E02005587,Norwich 004,1214,1039,18,1350,162,420,72,10
E02005588,Norwich 005,838,855,34,1302,690,1202,84,13
E02005589,Norwich 006,928,897,43,1552,376,1051,85,11
E02005592,Norwich 009,1217,1052,10,99,131,1570,110,2
E02005593,Norwich 010,624,344,54,731,431,669,37,3
E02005594,Norwich 011,1421,1012,38,1037,270,1688,139,10
E02005595,Norwich 012,1954,1014,10,365,104,587,88,3
E02005596,Norwich 013,1015,979,17,1446,311,691,83,9
E02005598,South Norfolk 002,1643,1433,69,51,309,497,98,0
E02005599,South Norfolk 003,1215,1076,38,83,292,346,51,1
E02005600,South Norfolk 004,1195,696,11,59,216,228,62,2
E02005601,South Norfolk 005,1214,597,44,97,303,445,57,0
E02005602,South Norfolk 006,2427,1835,53,132,497,559,104,2
E02005603,South Norfolk 007,1739,2087,131,89,542,592,94,0
E02005604,South Norfolk 008,1770,1080,20,102,355,400,84,0
E02005605,South Norfolk 009,2004,1545,39,79,339,393,100,2
E02005606,South Norfolk 010,1184,769,10,46,146,270,70,0
E02005607,South Norfolk 011,2096,1593,51,105,391,491,114,0
E02005608,South Norfolk 012,1620,894,13,75,290,330,103,0
E02005609,South Norfolk 013,1508,811,80,93,421,502,64,2
E02005610,South Norfolk 014,1695,970,41,82,268,387,85,0
E02005611,South Norfolk 015,2043,1163,44,182,604,958,103,2
E02005921,Cherwell 001,1141,1107,74,56,238,296,54,0
E02005922,Cherwell 002,935,1290,46,79,389,815,74,0
E02005923,Cherwell 003,562,660,34,114,464,449,49,6
E02005924,Cherwell 004,969,1300,125,158,753,2199,125,2
E02005925,Cherwell 005,763,809,24,270,1010,336,51,3
E02005926,Cherwell 006,1599,1112,59,83,352,598,65,2
E02005927,Cherwell 007,882,780,27,20,213,470,43,0
E02005928,Cherwell 008,1576,1682,146,34,452,416,70,1
E02005929,Cherwell 009,1396,975,35,38,284,305,89,0
E02005930,Cherwell 010,1397,1270,115,43,305,648,76,0
E02005931,Cherwell 011,1231,1666,104,53,346,596,348,0
E02005932,Cherwell 012,681,1110,9,25,185,625,48,0
E02005933,Cherwell 013,984,1115,32,66,340,524,39,1
E02005934,Cherwell 014,1380,1175,18,87,429,380,53,1
E02005935,Cherwell 015,900,1223,124,54,417,967,89,0
E02005936,Cherwell 016,1587,1960,133,68,520,503,124,1
E02005937,Cherwell 017,1306,725,28,119,209,469,64,9
E02005938,Cherwell 018,944,647,13,33,201,362,54,0
E02005939,Cherwell 019,1198,803,102,26,209,494,67,0
E02005940,Oxford 001,1028,653,31,263,93,492,40,3
E02005941,Oxford 002,976,503,19,259,136,718,136,1
E02005942,Oxford 003,926,422,35,51,119,635,97,0
E02005943,Oxford 004,971,613,13,234,43,695,67,3
E02005944,Oxford 005,533,555,49,960,296,659,52,8
E02005945,Oxford 006,1177,745,38,206,253,1260,161,3
E02005946,Oxford 007,1049,965,20,242,115,918,84,2
E02005947,Oxford 008,434,235,30,190,281,1098,206,3
E02005948,Oxford 009,631,417,20,271,154,1123,118,1
E02005949,Oxford 010,367,336,27,699,259,708,53,10
E02005950,Oxford 011,768,493,20,255,351,1852,116,5
E02005951,Oxford 012,667,531,22,320,87,714,70,11
E02005953,Oxford 014,558,468,16,298,59,805,64,2
E02005954,Oxford 015,1193,1003,47,388,110,1024,87,12
E02005955,Oxford 016,858,913,72,979,254,956,79,9
E02005956,Oxford 017,415,494,39,785,287,327,41,7
E02005957,Oxford 018,264,524,181,494,771,323,32,5
E02005958,South Oxfordshire 001,921,781,9,20,155,401,47,0
E02005959,South Oxfordshire 002,1131,687,25,34,203,253,81,0
E02005960,South Oxfordshire 003,1201,1040,87,56,468,335,75,0
E02005961,South Oxfordshire 004,1291,840,12,30,245,375,83,0
E02005962,South Oxfordshire 005,1622,1584,106,52,386,292,76,0
E02005963,South Oxfordshire 006,1420,947,20,106,380,368,71,0
E02005964,South Oxfordshire 007,1409,1018,27,34,206,286,68,2
E02005965,South Oxfordshire 008,939,710,18,36,203,352,79,1
E02005966,South Oxfordshire 009,794,1405,56,27,149,851,49,0
E02005967,South Oxfordshire 010,941,1347,179,95,486,514,173,1
E02005968,South Oxfordshire 011,987,791,27,40,229,369,436,0
E02005969,South Oxfordshire 012,1517,1299,105,114,619,459,82,0
E02005970,South Oxfordshire 013,642,710,23,89,383,554,34,0
E02005971,South Oxfordshire 014,916,897,48,68,364,259,42,8
E02005972,South Oxfordshire 015,1487,1859,263,91,561,470,102,2
E02005973,South Oxfordshire 016,1116,653,26,62,325,531,69,1
E02005974,South Oxfordshire 017,1060,789,19,38,292,553,51,0
E02005975,South Oxfordshire 018,1534,1035,22,33,259,281,107,2
E02005976,South Oxfordshire 019,1117,795,22,30,156,228,93,0
E02005977,South Oxfordshire 020,1135,828,26,37,226,191,45,1
E02005978,Vale of White Horse 001,1376,941,28,28,217,385,75,5
E02005979,Vale of White Horse 002,1604,1305,39,50,295,700,115,0
E02005980,Vale of White Horse 003,1768,1117,38,106,419,369,371,2
E02005981,Vale of White Horse 004,1602,1298,17,23,112,435,49,0
E02005982,Vale of White Horse 005,997,825,8,104,103,333,52,2
E02005983,Vale of White Horse 006,1365,1282,64,128,937,1158,127,7
E02005984,Vale of White Horse 007,1426,1350,97,55,351,348,100,0
E02005985,Vale of White Horse 008,1173,889,45,155,711,351,64,5
E02005986,Vale of White Horse 009,1375,1295,79,117,645,560,157,2
E02005987,Vale of White Horse 010,1404,1522,91,110,648,329,68,0
E02005988,Vale of White Horse 011,1348,1428,85,80,472,299,104,0
E02005991,Vale of White Horse 014,1691,1373,83,88,569,564,99,1
E02005992,Vale of White Horse 015,1771,2045,255,127,742,601,138,2
E02005993,West Oxfordshire 001,1249,871,55,108,450,444,73,1
E02005994,West Oxfordshire 002,1041,714,22,41,254,332,156,0
E02005995,West Oxfordshire 003,1166,764,40,39,271,335,109,1
E02005996,West Oxfordshire 004,1514,1115,66,47,415,623,105,0
E02005997,West Oxfordshire 005,1192,726,42,35,318,251,56,1
E02005998,West Oxfordshire 006,1277,895,65,27,247,332,79,0
E02005999,West Oxfordshire 007,1261,819,40,42,219,249,89,0
E02006000,West Oxfordshire 008,1767,1650,94,72,537,774,82,0
E02006001,West Oxfordshire 009,792,1064,96,28,575,346,45,1
E02006002,West Oxfordshire 010,1715,1147,181,82,756,880,117,1
E02006003,West Oxfordshire 011,1003,669,49,91,345,327,57,0
E02006004,West Oxfordshire 012,1021,756,54,41,301,347,122,1
E02006005,West Oxfordshire 013,779,1376,105,37,343,646,586,0
E02006006,West Oxfordshire 014,868,596,19,36,239,412,233,0
E02006007,West Oxfordshire 015,1318,921,67,60,301,281,80,2
E02006227,Babergh 001,1399,688,25,317,175,296,89,5
E02006228,Babergh 002,1211,789,2,154,104,312,70,2
E02006229,Babergh 003,1325,675,25,240,146,329,58,7
E02006230,Babergh 004,1988,1129,34,468,237,589,202,19
E02006231,Babergh 005,1423,1324,11,145,267,511,86,1
E02006232,Babergh 006,1251,772,5,156,114,246,60,3
E02006233,Babergh 007,1952,1173,58,740,305,1121,107,10
E02006234,Babergh 008,1437,1243,53,493,266,494,61,3
E02006235,Babergh 009,1727,1038,15,211,125,325,97,3
E02006236,Babergh 010,2236,1371,41,196,132,347,95,2
E02006237,Babergh 011,1511,896,20,249,92,341,124,6
E02006238,West Suffolk 002,1660,1067,44,189,478,938,121,4
E02006239,West Suffolk 001,899,779,10,68,257,825,480,3
E02006240,West Suffolk 003,1243,1078,144,88,334,1096,243,0
E02006241,West Suffolk 004,1204,923,33,228,588,984,83,6
E02006242,West Suffolk 007,1071,1554,140,127,436,1091,124,0
E02006243,West Suffolk 008,1027,1153,96,236,704,1039,164,3
E02006245,Ipswich 001,1119,860,9,864,127,229,45,11
E02006246,Ipswich 002,1414,1142,4,131,69,243,58,0
E02006247,Ipswich 003,947,1176,40,602,357,658,64,11
E02006248,Ipswich 004,1174,1148,4,440,161,366,55,9
E02006249,Ipswich 005,1356,1033,14,148,148,888,72,4
E02006250,Ipswich 006,723,1023,28,454,415,1757,112,3
E02006251,Ipswich 007,879,1111,47,270,550,2219,113,10
E02006252,Ipswich 008,1164,1426,39,122,327,1010,77,0
E02006253,Ipswich 009,1578,969,8,78,80,437,36,0
E02006254,Ipswich 010,753,862,30,895,392,991,73,14
E02006255,Ipswich 011,1056,926,23,86,160,1197,85,0
E02006256,Ipswich 012,835,920,67,640,631,1121,72,12
E02006257,Ipswich 013,986,749,7,699,104,348,48,18
E02006258,Ipswich 014,874,1146,16,811,321,498,74,9
E02006259,Ipswich 015,992,654,9,480,730,251,43,11
E02006260,Ipswich 016,960,1036,9,894,179,371,58,17
E02006261,Mid Suffolk 001,1711,883,17,291,103,331,96,6
E02006262,Mid Suffolk 002,1852,1113,32,240,122,388,100,3
E02006263,Mid Suffolk 003,1667,802,10,288,83,331,105,2
E02006264,Mid Suffolk 004,1667,1311,42,142,98,386,110,3
E02006265,Mid Suffolk 005,1527,951,49,260,161,231,85,1
E02006266,Mid Suffolk 006,1892,1112,91,384,329,276,64,7
E02006267,Mid Suffolk 007,1656,1058,14,166,101,396,106,5
E02006268,Mid Suffolk 008,983,598,30,584,284,237,53,6
E02006269,Mid Suffolk 009,1378,1177,17,114,117,371,54,0
E02006270,Mid Suffolk 010,1721,2094,60,222,210,1146,124,3
E02006271,Mid Suffolk 011,1586,1411,54,230,164,464,254,6
E02006272,Mid Suffolk 012,1509,1097,28,222,96,317,56,6
E02006273,West Suffolk 005,1480,830,23,127,203,270,116,2
E02006274,West Suffolk 006,1011,634,7,100,236,436,227,3
E02006275,West Suffolk 009,701,695,17,505,671,281,48,8
E02006276,West Suffolk 016,1456,1063,87,119,307,426,69,2
E02006277,West Suffolk 012,1063,1086,62,23,181,807,50,0
E02006278,West Suffolk 011,1239,830,63,193,615,1482,101,2
E02006279,West Suffolk 014,1747,957,26,231,512,514,81,0
E02006280,West Suffolk 010,1862,1209,31,137,317,380,93,1
E02006281,West Suffolk 013,1791,821,24,146,483,687,85,0
E02006282,West Suffolk 017,1366,741,18,164,295,343,74,5
E02006283,West Suffolk 018,1173,1051,24,65,161,343,94,2
E02006284,West Suffolk 019,976,1058,32,278,474,399,63,3
E02006285,West Suffolk 021,792,1090,15,245,357,484,40,2
E02006286,West Suffolk 020,1281,1345,25,367,640,840,74,1
E02006287,East Suffolk 016,1642,554,12,37,217,329,109,3
E02006288,East Suffolk 017,1958,1105,22,48,464,570,134,0
E02006289,East Suffolk 018,1997,930,29,136,718,544,95,0
E02006290,East Suffolk 019,1800,676,11,103,606,633,113,1
E02006291,East Suffolk 020,1707,837,18,69,505,383,74,1
E02006292,East Suffolk 021,1425,842,15,35,244,219,56,0
E02006293,East Suffolk 023,1761,1222,17,39,352,687,248,2
E02006294,East Suffolk 022,1838,754,12,73,498,553,95,2
E02006295,East Suffolk 024,1920,1207,10,35,272,480,65,1
E02006296,East Suffolk 025,2436,1776,23,45,223,873,86,2
E02006297,East Suffolk 026,1848,1095,14,14,44,277,57,1
E02006298,East Suffolk 027,1756,1321,22,58,321,500,59,0
E02006299,East Suffolk 028,2376,895,5,42,159,338,68,0
E02006300,East Suffolk 029,1033,841,8,195,1003,627,73,3
E02006301,East Suffolk 030,1110,586,9,71,278,883,78,1
E02006302,East Suffolk 001,1659,768,15,115,38,354,53,2
E02006303,East Suffolk 002,845,788,9,918,304,400,56,8
E02006304,East Suffolk 003,1793,1014,14,96,370,339,43,3
E02006305,East Suffolk 004,1066,879,25,136,384,1737,133,5
E02006306,East Suffolk 005,1419,897,12,304,144,481,63,2
E02006307,East Suffolk 007,1891,933,7,35,18,297,50,1
E02006308,East Suffolk 006,850,587,7,358,449,1523,74,0
E02006309,East Suffolk 009,1170,670,3,401,391,319,59,6
E02006310,East Suffolk 008,1362,1133,11,88,207,570,69,2
E02006311,East Suffolk 010,1613,744,32,373,323,720,94,9
E02006312,East Suffolk 011,1822,1090,7,158,181,422,60,2
E02006313,East Suffolk 012,2281,1210,19,174,228,597,118,0
E02006314,East Suffolk 013,1482,760,19,300,144,523,100,1
E02006315,East Suffolk 014,1462,506,29,282,139,322,69,2
E02006316,East Suffolk 015,1691,645,11,356,162,453,76,2
E02006317,Elmbridge 001,1005,988,32,30,169,288,26,0
E02006318,Elmbridge 002,1080,1129,56,9,72,529,54,2
E02006319,Elmbridge 003,826,1063,27,111,478,364,35,4
E02006320,Elmbridge 004,730,1050,83,158,539,455,49,3
E02006321,Elmbridge 005,829,1118,10,11,127,363,27,5
E02006322,Elmbridge 006,849,1083,7,42,231,278,33,2
E02006323,Elmbridge 007,1098,1060,69,45,222,838,55,1
E02006324,Elmbridge 008,900,1201,25,80,309,379,33,1
E02006325,Elmbridge 009,1272,1574,13,8,94,331,39,1
E02006326,Elmbridge 010,879,1133,91,35,308,623,49,1
E02006327,Elmbridge 011,1091,1028,3,20,117,504,35,3
E02006328,Elmbridge 012,1194,1429,30,58,340,1048,85,0
E02006329,Elmbridge 013,1024,975,23,45,229,439,61,0
E02006330,Elmbridge 014,1247,1494,42,111,598,470,57,2
E02006331,Elmbridge 015,1162,1089,17,39,204,250,44,1
E02006332,Elmbridge 016,879,955,23,13,91,604,59,0
E02006333,Elmbridge 017,1346,1231,10,110,418,706,79,1
E02006334,Elmbridge 018,1396,1231,28,18,122,361,76,0
E02006335,Epsom and Ewell 001,1352,1153,5,15,163,381,53,1
E02006336,Epsom and Ewell 002,840,1082,36,34,437,277,30,0
E02006337,Epsom and Ewell 003,1493,1420,6,6,51,289,36,0
E02006338,Epsom and Ewell 004,1096,1088,29,10,102,224,27,0
E02006339,Epsom and Ewell 005,1013,1583,153,39,594,574,60,1
E02006341,Epsom and Ewell 007,1339,1364,55,30,467,789,66,0
E02006342,Epsom and Ewell 008,1081,933,37,34,354,1188,72,1
E02006343,Epsom and Ewell 009,1334,1433,7,13,154,307,65,1
E02006344,Guildford 001,1478,1165,31,251,140,321,84,2
E02006345,Guildford 002,977,704,20,130,86,218,314,0
E02006346,Guildford 003,1872,1435,26,151,70,294,53,0
E02006347,Guildford 004,1167,1169,19,113,77,454,76,1
E02006348,Guildford 005,1460,1126,31,216,157,381,82,1
E02006349,Guildford 006,894,1131,99,177,147,616,60,1
E02006350,Guildford 007,519,653,34,715,120,341,57,13
E02006351,Guildford 008,1109,1166,28,316,129,581,58,4
E02006352,Guildford 009,692,724,46,281,19,492,34,2
E02006353,Guildford 010,825,886,13,307,319,214,36,2
E02006354,Guildford 011,1614,1358,42,48,70,632,52,0
E02006355,Guildford 012,438,353,24,850,85,563,48,3
E02006356,Guildford 013,1116,1172,104,247,387,2190,138,5
E02006357,Guildford 014,1086,1287,62,222,103,237,22,3
E02006358,Guildford 015,681,726,80,288,103,821,51,4
E02006359,Guildford 016,1020,831,9,122,59,532,44,2
E02006360,Guildford 017,1264,1161,49,300,58,360,96,2
E02006361,Guildford 018,1056,670,14,125,74,309,74,5
E02006362,Mole Valley 001,1231,975,11,25,246,212,41,0
E02006363,Mole Valley 002,1046,889,11,20,136,246,31,0
E02006364,Mole Valley 003,728,1027,100,128,634,758,76,2
E02006365,Mole Valley 004,1172,876,27,20,176,413,65,0
E02006366,Mole Valley 005,1536,1254,12,19,130,185,43,0
E02006367,Mole Valley 006,1211,747,32,46,270,236,45,0
E02006368,Mole Valley 007,1163,751,4,47,218,205,32,0
E02006369,Mole Valley 008,1468,810,17,19,199,259,60,1
E02006370,Mole Valley 009,1086,977,12,24,180,472,86,1
E02006371,Mole Valley 010,1183,939,39,40,368,560,68,1
E02006372,Mole Valley 011,817,851,61,100,605,241,36,0
