Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers_directors_and_senior_officials,2_Professional_occupations,3_Associate_professional_and_technical_occupations,4_Administrative_and_secretarial_occupations,5_Skilled_trades_occupations,6_Caring_leisure_and_other_service_occupations,7_Sales_and_customer_service_occupations,8_Process_plant_and_machine_operatives,9_Elementary_occupations,Does_not_apply,total
E02000806,Richmond upon Thames 023,1130,1483,907,412,287,283,213,128,186,5270,10299
E02000807,Southwark 001,792,2119,966,431,219,221,211,144,288,2837,8228
E02000808,Southwark 002,1049,2167,1021,333,147,201,227,134,278,4610,10167
E02000810,Southwark 004,939,2036,1165,490,342,495,376,262,593,5198,11896
E02000812,Southwark 006,800,1698,856,415,242,451,321,197,534,5274,10788
E02000813,Southwark 007,732,1764,875,440,315,439,341,230,549,4541,10226
E02000814,Southwark 008,1061,2354,1175,482,317,320,263,173,406,3738,10289
E02000815,Southwark 009,563,1513,736,293,130,255,205,106,426,3383,7610
E02000816,Southwark 010,604,1237,758,436,336,434,300,275,648,4581,9609
E02000817,Southwark 011,323,694,479,248,213,330,246,208,479,3601,6821
E02000818,Southwark 012,704,1724,926,373,265,384,297,187,604,4327,9791
E02000819,Southwark 013,373,903,549,310,255,433,291,212,738,4435,8499
E02000820,Southwark 014,619,1542,809,348,221,371,295,178,506,4355,9244
E02000821,Southwark 015,387,797,530,263,328,562,305,273,1024,4888,9357
E02000822,Southwark 016,265,720,484,278,203,378,255,136,563,3437,6719
E02000823,Southwark 017,463,1165,782,340,254,434,292,233,676,4046,8685
E02000824,Southwark 018,346,905,659,330,287,634,354,299,848,5241,9903
E02000825,Southwark 019,413,1052,659,368,267,696,339,262,748,5420,10224
E02000826,Southwark 020,599,1327,941,345,257,513,306,222,749,4619,9878
E02000827,Southwark 021,598,1483,951,405,291,664,311,284,998,5328,11313
E02000828,Southwark 022,385,1074,730,310,326,517,318,223,707,4224,8814
E02000829,Southwark 023,704,1539,1114,425,287,516,340,241,667,5096,10929
E02000830,Southwark 024,816,1833,1106,306,243,333,229,151,436,3430,8883
E02000831,Southwark 025,800,1805,1230,331,234,360,257,119,419,3798,9353
E02000832,Southwark 026,644,1335,929,347,254,463,312,207,485,4716,9692
E02000833,Southwark 027,420,1343,606,235,192,354,201,149,481,3504,7485
E02000834,Southwark 028,1024,2108,1227,311,237,237,198,96,183,3768,9389
E02000835,Southwark 029,663,1233,838,296,216,293,188,128,254,3570,7679
E02000836,Southwark 030,965,1756,964,282,176,179,151,96,204,3525,8298
E02000837,Southwark 031,1039,1717,758,259,103,165,92,53,105,4267,8558
E02000838,Southwark 032,923,1751,1014,303,250,335,207,108,313,4293,9497
E02000839,Southwark 033,711,1326,707,304,261,283,169,130,240,4351,8482
E02000840,Sutton 001,467,700,463,425,551,547,330,360,481,4994,9318
E02000841,Sutton 002,382,737,428,435,571,541,409,334,557,4790,9184
E02000842,Sutton 003,479,840,511,511,502,397,326,273,304,4136,8279
E02000843,Sutton 004,682,1262,794,636,500,465,292,269,348,4227,9475
E02000844,Sutton 005,486,772,537,418,573,451,336,287,420,4377,8657
E02000845,Sutton 006,793,1263,749,488,465,352,257,218,298,4537,9420
E02000846,Sutton 007,541,897,512,415,376,319,274,203,285,3788,7610
E02000847,Sutton 008,749,1138,639,515,483,368,286,212,253,4777,9420
E02000848,Sutton 009,525,887,583,540,490,376,314,218,276,3930,8139
E02000849,Sutton 010,596,921,584,473,421,384,281,186,299,4032,8177
E02000850,Sutton 011,692,1191,781,661,551,472,463,312,359,5354,10836
E02000851,Sutton 012,725,1437,799,550,626,546,430,295,559,5614,11581
E02000852,Sutton 013,527,1068,663,479,424,380,255,194,291,3864,8145
E02000853,Sutton 014,564,942,559,441,462,362,257,232,320,4032,8171
E02000854,Sutton 015,623,1153,640,399,315,247,210,141,199,3683,7610
E02000855,Sutton 016,736,1038,583,454,323,269,243,152,187,4218,8203
E02000856,Sutton 017,657,1238,707,519,459,369,256,205,280,4640,9330
E02000857,Sutton 018,614,1395,636,451,397,368,270,226,333,4303,8993
E02000858,Sutton 019,387,643,428,370,361,421,340,294,425,4898,8567
E02000859,Sutton 020,597,974,543,428,333,331,237,187,233,4624,8487
E02000860,Sutton 021,516,1174,599,430,413,432,269,250,370,4332,8785
E02000861,Sutton 022,770,1133,502,419,249,191,139,102,134,4136,7775
E02000863,Sutton 024,600,867,427,384,290,230,167,144,162,3466,6737
E02000864,Tower Hamlets 001,845,1703,1148,387,270,405,324,262,422,5497,11263
E02000865,Tower Hamlets 002,431,1012,726,277,190,274,282,195,314,4260,7961
E02000866,Tower Hamlets 003,762,1921,1252,431,264,277,277,213,397,4852,10646
E02000867,Tower Hamlets 004,945,2157,1329,407,276,358,397,217,491,4750,11327
E02000868,Tower Hamlets 005,513,1179,872,248,146,230,225,195,287,3299,7194
E02000869,Tower Hamlets 006,402,949,632,179,121,169,170,147,210,2953,5932
E02000870,Tower Hamlets 007,363,841,607,258,171,211,229,150,257,3286,6373
E02000871,Tower Hamlets 008,515,1405,793,409,314,425,512,334,589,6220,11516
E02000872,Tower Hamlets 009,591,1398,837,270,196,228,281,178,294,3872,8145
E02000873,Tower Hamlets 010,452,1089,645,283,205,296,371,209,361,5939,9850
E02000874,Tower Hamlets 011,332,873,509,263,213,219,319,203,332,4231,7494
E02000875,Tower Hamlets 012,630,1663,1061,480,365,489,530,354,619,7382,13573
E02000876,Tower Hamlets 013,384,1039,653,249,190,193,285,192,354,3737,7276
E02000877,Tower Hamlets 014,707,1884,1100,479,389,485,486,353,618,7308,13809
E02000878,Tower Hamlets 015,639,1750,996,323,239,257,349,204,387,5289,10433
E02000879,Tower Hamlets 016,359,858,574,298,259,323,324,229,419,4700,8343
E02000880,Tower Hamlets 017,288,783,494,263,149,234,248,179,335,3539,6512
E02000881,Tower Hamlets 018,549,1263,809,401,299,358,376,285,470,6021,10831
E02000882,Tower Hamlets 019,464,1350,801,402,261,354,389,292,434,6754,11501
E02000883,Tower Hamlets 020,354,767,533,307,277,337,332,272,486,5622,9287
E02000884,Tower Hamlets 021,850,2457,1196,414,257,285,398,200,450,6261,12768
E02000885,Tower Hamlets 022,226,642,403,246,186,268,281,202,374,4224,7052
E02000886,Tower Hamlets 023,746,1751,924,375,227,298,300,190,496,4283,9590
E02000887,Tower Hamlets 024,521,1224,780,369,324,362,370,311,522,6018,10801
E02000888,Tower Hamlets 025,636,1414,782,332,219,221,302,180,324,4208,8618
E02000889,Tower Hamlets 026,835,1942,891,349,185,211,250,178,294,3830,8965
E02000890,Tower Hamlets 027,805,1542,776,207,92,120,89,67,145,1970,5813
E02000893,Tower Hamlets 030,540,1061,612,309,205,245,236,185,311,3705,7409
E02000894,Tower Hamlets 031,1004,2145,1018,447,298,257,361,194,434,4849,11007
E02000895,Waltham Forest 001,487,749,513,455,393,307,276,275,305,4611,8371
E02000896,Waltham Forest 002,823,1106,741,567,408,292,231,200,285,4676,9329
E02000897,Waltham Forest 003,553,808,528,490,422,341,224,263,351,4584,8564
E02000898,Waltham Forest 004,489,789,524,461,414,313,221,209,284,4303,8007
E02000899,Waltham Forest 005,541,728,506,435,551,327,331,313,446,4631,8809
E02000900,Waltham Forest 006,450,685,486,441,458,393,339,354,491,4876,8973
E02000901,Waltham Forest 007,759,1428,891,557,492,334,266,264,349,5150,10490
E02000902,Waltham Forest 008,545,998,677,463,460,421,391,331,470,5204,9960
E02000903,Waltham Forest 009,571,993,677,337,445,426,394,327,552,5556,10278
E02000904,Waltham Forest 010,568,1081,670,340,425,335,261,259,444,4044,8427
E02000905,Waltham Forest 011,704,1382,894,381,514,356,320,307,577,5039,10474
E02000906,Waltham Forest 012,639,1320,871,361,440,352,340,228,491,4611,9653
E02000907,Waltham Forest 013,509,1125,711,345,431,404,321,330,553,5852,10581
E02000908,Waltham Forest 014,895,1958,1287,499,624,482,428,334,708,5688,12903
E02000909,Waltham Forest 015,797,1404,881,303,358,278,248,217,416,4345,9247
E02000910,Waltham Forest 016,844,1616,1075,404,607,368,364,316,668,5167,11429
E02000911,Waltham Forest 017,784,1768,1160,515,628,483,475,349,887,5914,12963
E02000912,Waltham Forest 018,542,1082,709,353,466,325,356,313,622,4974,9742
E02000913,Waltham Forest 019,593,1034,670,412,469,333,286,280,492,5073,9642
E02000914,Waltham Forest 020,545,880,645,386,559,457,494,409,850,6573,11798
E02000915,Waltham Forest 021,630,1252,731,336,347,301,262,213,396,3643,8111
E02000916,Waltham Forest 022,619,1209,889,422,587,401,340,360,669,5068,10564
E02000917,Waltham Forest 023,717,1243,797,381,533,363,286,286,668,4316,9590
E02000918,Waltham Forest 024,604,1173,724,391,498,339,307,305,608,4375,9324
E02000919,Waltham Forest 025,600,1144,750,371,574,330,312,269,735,4154,9239
E02000920,Waltham Forest 026,526,1041,716,417,557,442,383,326,761,5129,10298
E02000921,Waltham Forest 027,528,1030,748,412,743,562,426,391,895,5463,11198
E02000922,Waltham Forest 028,611,1156,724,376,632,407,402,312,807,5032,10459
E02000923,Wandsworth 001,965,1390,836,248,163,307,164,101,182,3169,7525
E02000925,Wandsworth 003,565,1051,734,332,226,408,282,184,388,3730,7900
E02000926,Wandsworth 004,1521,2429,1579,513,291,371,300,167,309,4160,11640
E02000927,Wandsworth 005,646,1334,889,338,182,252,179,129,242,2912,7103
E02000928,Wandsworth 006,1161,1764,962,339,139,176,129,58,133,3492,8353
E02000929,Wandsworth 007,479,944,657,341,212,436,258,225,433,4119,8104
E02000930,Wandsworth 008,1237,2499,1525,452,212,288,223,106,218,3319,10079
E02000931,Wandsworth 009,1327,2092,1285,348,136,154,141,52,92,3188,8815
E02000932,Wandsworth 010,1944,3204,1868,519,243,314,266,110,202,4173,12843
E02000933,Wandsworth 011,1090,1712,1005,370,167,272,191,96,207,3756,8866
E02000934,Wandsworth 012,1217,2133,1323,413,204,298,182,116,222,2805,8913
E02000935,Wandsworth 013,296,368,324,211,226,368,291,204,444,4641,7373
E02000936,Wandsworth 014,1161,2136,1027,453,200,290,204,131,240,3523,9365
E02000937,Wandsworth 015,1132,1675,929,310,103,191,112,71,116,3522,8161
E02000938,Wandsworth 016,905,1325,805,382,362,488,294,247,474,5483,10765
E02000939,Wandsworth 017,1128,1534,838,223,69,145,92,32,65,3693,7819
E02000940,Wandsworth 018,977,1778,1146,437,254,349,280,203,350,3547,9321
E02000941,Wandsworth 019,1377,1849,1284,451,234,314,198,137,240,4093,10177
E02000942,Wandsworth 020,1329,1951,1045,421,162,245,172,95,160,4106,9686
E02000943,Wandsworth 021,1137,2185,1284,368,129,208,182,60,174,2994,8721
E02000944,Wandsworth 022,536,910,519,265,265,378,240,260,323,3939,7635
E02000945,Wandsworth 023,334,588,415,242,363,418,329,267,571,4315,7842
E02000946,Wandsworth 024,880,1475,951,315,184,272,196,113,244,3805,8435
E02000947,Wandsworth 025,1298,1986,1117,388,164,238,177,107,191,3675,9341
E02000948,Wandsworth 026,1221,2608,1538,464,184,236,186,95,207,3287,10026
E02000949,Wandsworth 027,1397,2350,1337,411,160,230,144,78,139,3756,10002
E02000950,Wandsworth 028,705,1114,677,301,254,315,197,213,270,3540,7586
E02000951,Wandsworth 029,717,1445,853,301,144,205,142,90,127,2410,6434
E02000952,Wandsworth 030,728,1320,811,276,122,176,133,81,154,2348,6149
E02000953,Wandsworth 031,870,1744,858,303,156,277,151,95,165,2884,7503
E02000954,Wandsworth 032,556,1241,726,238,140,167,139,92,178,2623,6100
E02000955,Wandsworth 033,503,1191,730,300,187,240,242,139,243,3113,6888
E02000956,Wandsworth 034,516,1286,784,311,231,304,249,149,388,3201,7419
E02000957,Wandsworth 035,882,1935,1263,461,345,407,358,228,449,4533,10861
E02000958,Wandsworth 036,618,1224,754,285,237,270,219,162,312,4195,8276
E02000959,Wandsworth 037,577,1058,706,284,335,341,245,172,441,3710,7869
E02000960,Westminster 001,911,929,474,209,47,143,84,43,94,3221,6155
E02000961,Westminster 002,1127,1349,770,301,141,297,249,105,262,5214,9815
E02000962,Westminster 003,1029,1214,614,219,80,174,135,67,135,4036,7703
E02000963,Westminster 004,561,941,763,373,292,482,444,230,445,5991,10522
E02000964,Westminster 005,877,1438,1053,543,327,490,383,287,464,6278,12140
E02000965,Westminster 006,1057,1597,920,282,149,194,196,100,228,3153,7876
E02000966,Westminster 007,1316,1642,1003,263,132,279,201,92,158,4168,9254
E02000967,Westminster 008,846,1196,587,205,51,110,88,33,85,2854,6055
E02000968,Westminster 009,638,1092,740,478,349,500,569,285,613,9215,14479
E02000969,Westminster 010,469,992,550,309,200,371,347,233,375,5762,9608
E02000970,Westminster 011,1344,1172,632,185,68,191,78,52,151,2963,6836
E02000971,Westminster 012,1078,1497,683,211,67,162,198,92,139,3346,7473
E02000972,Westminster 013,1045,1422,698,220,107,177,225,63,197,3725,7879
E02000973,Westminster 014,1394,1661,1115,338,166,335,268,98,249,4331,9955
E02000974,Westminster 015,1061,1448,667,225,108,196,156,130,186,4525,8702
E02000975,Westminster 016,1008,1516,795,240,131,211,171,53,183,3109,7417
E02000976,Westminster 017,970,1624,833,299,116,202,193,77,244,3877,8435
E02000977,Westminster 018,879,978,678,170,119,203,128,44,166,3022,6387
E02000978,Westminster 019,1105,736,577,137,66,246,66,57,179,3957,7126
E02000979,Westminster 020,931,1411,710,272,136,204,147,59,224,3993,8087
E02000980,Westminster 021,790,1404,676,367,125,279,292,163,293,4335,8724
E02000981,Westminster 022,1028,1713,874,322,183,207,206,114,176,3448,8271
E02000982,Westminster 023,713,993,533,250,151,283,222,155,260,4077,7637
E02000983,Westminster 024,680,1170,644,331,172,250,166,149,243,3892,7697
E02003237,Peterborough 001,494,560,390,321,287,213,210,168,234,3279,6156
E02003238,Peterborough 002,314,507,412,322,284,291,247,245,320,2794,5736
E02003239,Peterborough 003,523,661,535,480,483,385,347,305,402,4208,8329
E02003240,Peterborough 004,638,683,635,393,331,271,159,209,242,3308,6869
E02003241,Peterborough 005,454,602,473,421,431,338,219,259,346,3637,7180
E02003242,Peterborough 006,396,593,450,398,428,411,331,347,498,4591,8443
E02003243,Peterborough 007,356,487,488,415,539,573,585,738,1079,6908,12168
E02003244,Peterborough 008,258,367,338,311,397,433,392,658,910,5971,10035
E02003245,Peterborough 009,181,329,262,248,308,430,377,498,891,4718,8242
E02003246,Peterborough 010,222,306,241,255,338,352,432,805,1113,5969,10033
E02003247,Peterborough 011,263,604,370,299,324,422,392,477,784,4913,8848
E02003248,Peterborough 012,343,536,399,396,355,402,486,777,1116,6764,11574
E02003249,Peterborough 013,441,592,541,480,508,473,561,862,1253,7111,12822
E02003250,Peterborough 014,345,845,408,329,404,413,456,890,1665,6294,12049
E02003251,Peterborough 015,491,982,401,320,187,266,252,230,260,4532,7921
E02003252,Peterborough 016,553,1231,680,534,460,497,516,635,1066,6355,12527
E02003253,Peterborough 017,469,828,645,447,481,502,494,535,974,4889,10264
E02003254,Peterborough 018,736,1036,647,491,347,304,296,249,361,4769,9236
E02003255,Peterborough 019,660,1069,890,726,734,639,616,668,855,6867,13724
E02003257,Peterborough 021,245,379,354,350,373,458,388,595,1022,5455,9619
E02003258,Luton 001,569,898,545,480,501,403,253,328,379,4253,8609
E02003259,Luton 002,274,435,350,311,440,363,183,291,432,3719,6798
E02003260,Luton 003,235,454,346,307,376,550,314,435,611,5323,8951
E02003261,Luton 004,331,561,318,308,254,287,203,244,289,3649,6444
E02003262,Luton 005,349,752,482,418,470,539,385,533,681,6580,11189
E02003263,Luton 006,459,909,599,539,542,556,434,703,839,7394,12974
E02003264,Luton 007,663,1136,624,477,330,353,298,334,341,5295,9851
E02003265,Luton 008,424,651,503,437,518,441,313,343,448,4155,8233
E02003266,Luton 009,362,606,394,369,468,543,387,527,688,5770,10114
E02003267,Luton 010,437,874,467,372,422,540,524,918,1007,9078,14639
E02003268,Luton 011,422,811,496,377,385,513,443,785,857,7859,12948
E02003269,Luton 012,549,916,634,530,638,511,345,504,664,5486,10777
E02003270,Luton 013,294,1022,365,317,343,373,296,404,570,4823,8807
E02003271,Luton 014,632,872,670,586,664,574,387,461,590,4778,10214
E02003272,Luton 015,337,533,313,294,305,409,434,687,798,7246,11356
E02003273,Luton 016,494,886,622,502,579,679,453,552,816,6448,12031
E02003274,Luton 017,237,530,317,291,289,402,409,615,1008,7439,11537
E02003276,Luton 019,190,398,264,184,244,339,295,591,1014,5631,9150
E02003277,Luton 020,338,533,406,342,581,578,412,618,960,6846,11614
E02003278,Luton 021,495,871,558,473,626,747,454,748,1635,6670,13277
E02003279,Southend-on-Sea 001,565,690,627,548,531,366,332,275,386,5131,9451
E02003280,Southend-on-Sea 002,563,827,598,576,589,451,401,353,453,5769,10580
E02003281,Southend-on-Sea 003,587,745,626,505,443,343,301,213,291,5388,9442
E02003282,Southend-on-Sea 004,571,1088,641,574,494,468,371,285,367,5828,10687
E02003283,Southend-on-Sea 005,650,973,699,569,523,494,303,300,420,6062,10993
E02003284,Southend-on-Sea 006,551,834,667,588,635,603,515,437,577,5801,11208
E02003285,Southend-on-Sea 007,560,1163,716,577,560,673,443,355,575,5661,11283
E02003286,Southend-on-Sea 008,861,1105,857,567,297,250,220,138,204,4872,9371
E02003287,Southend-on-Sea 009,540,760,559,438,363,381,330,246,367,6165,10149
E02003288,Southend-on-Sea 010,534,1116,696,580,569,761,588,418,803,6940,13005
E02003289,Southend-on-Sea 011,938,1344,967,627,401,337,308,124,283,4562,9891
E02003290,Southend-on-Sea 012,810,1088,783,520,372,383,281,207,317,5165,9926
E02003291,Southend-on-Sea 013,575,807,742,617,525,577,454,459,579,6341,11676
E02003292,Southend-on-Sea 014,494,803,641,493,601,670,481,444,805,6660,12092
E02003293,Southend-on-Sea 015,674,1000,705,506,567,704,442,354,627,6116,11695
E02003294,Southend-on-Sea 016,701,803,647,497,330,299,252,168,236,5184,9117
E02003295,Southend-on-Sea 017,613,765,598,466,427,410,350,285,423,5782,10119
E02003296,Thurrock 001,443,494,440,481,436,269,208,310,332,3673,7086
E02003297,Thurrock 002,362,386,351,443,439,299,253,311,395,4073,7312
E02003298,Thurrock 003,363,396,371,442,434,327,236,342,412,3774,7097
E02003299,Thurrock 004,610,531,461,446,397,208,153,213,218,3179,6416
E02003300,Thurrock 005,541,691,641,591,558,393,317,391,441,4382,8946
E02003301,Thurrock 006,617,922,705,714,678,527,536,503,689,6139,12030
E02003302,Thurrock 007,416,600,484,530,607,475,480,559,699,5558,10408
E02003303,Thurrock 008,517,656,479,557,581,396,413,518,560,4839,9516
E02003304,Thurrock 009,515,599,510,531,535,372,407,435,484,5259,9647
E02003305,Thurrock 010,456,525,431,446,385,256,241,278,291,3771,7080
E02003307,Thurrock 012,418,545,436,498,579,444,385,530,685,6102,10622
E02003308,Thurrock 013,408,520,516,517,434,342,310,380,436,3850,7713
E02003309,Thurrock 014,449,618,466,518,437,289,299,385,453,3856,7770
E02003311,Thurrock 016,426,646,482,493,523,360,404,529,957,4484,9304
E02003312,Thurrock 017,366,589,438,463,447,444,440,549,1042,4642,9420
E02003313,Thurrock 018,502,735,492,631,667,637,578,799,1349,8431,14821
E02003314,Medway 001,331,402,346,335,411,307,188,374,344,3736,6774
E02003315,Medway 002,397,467,401,341,397,214,191,224,224,2869,5725
E02003316,Medway 003,814,928,783,741,808,583,391,513,499,6082,12142
E02003317,Medway 004,485,571,486,397,422,324,229,219,305,3637,7075
E02003318,Medway 005,438,524,427,326,343,243,204,203,254,3006,5968
E02003319,Medway 006,377,582,516,363,490,405,311,405,539,4252,8240
E02003320,Medway 007,642,982,809,654,383,365,281,272,418,4597,9403
E02003321,Medway 008,252,341,326,240,376,266,267,285,349,3790,6492
E02003322,Medway 009,304,636,430,294,373,394,377,373,557,4298,8036
E02003323,Medway 010,341,501,406,326,394,369,301,309,431,4005,7383
E02003324,Medway 011,447,696,608,509,653,556,441,465,618,5086,10079
E02003325,Medway 012,224,525,310,263,339,408,286,325,591,4089,7360
E02003326,Medway 013,289,566,436,358,417,433,310,354,485,4120,7768
E02003327,Medway 014,556,940,598,340,279,283,235,209,352,3666,7458
E02003328,Medway 015,411,745,582,362,428,449,321,442,680,5501,9921
E02003329,Medway 016,257,656,357,286,316,411,254,345,545,3451,6878
E02003330,Medway 017,376,648,491,342,394,299,254,252,338,3388,6782
E02003331,Medway 018,352,513,485,412,558,452,333,398,513,4841,8857
E02003332,Medway 019,319,548,394,279,327,292,215,251,276,3383,6284
E02003333,Medway 020,214,345,271,228,343,354,229,334,567,3919,6804
E02003334,Medway 021,246,470,367,248,328,261,247,297,437,3316,6217
E02003335,Medway 022,207,346,276,256,368,444,254,333,579,4367,7430
E02003336,Medway 023,390,519,421,375,373,234,212,191,265,3374,6354
E02003337,Medway 024,392,589,456,299,395,293,227,267,364,4134,7416
E02003338,Medway 025,368,553,468,375,413,295,334,278,372,3843,7299
E02003339,Medway 026,356,579,458,318,354,247,218,238,282,3389,6439
E02003340,Medway 027,308,509,427,340,481,425,317,340,421,4522,8090
E02003341,Medway 028,460,618,486,382,434,291,217,223,254,3237,6602
E02003342,Medway 029,369,528,417,343,369,265,210,187,242,3490,6420
E02003343,Medway 030,499,520,398,319,327,199,192,162,166,3191,5973
E02003344,Medway 031,305,486,388,303,422,368,262,293,377,3600,6804
E02003345,Medway 032,404,542,475,402,395,250,274,221,238,3056,6257
E02003346,Medway 033,439,607,453,364,431,285,242,275,300,3691,7087
E02003347,Medway 034,366,554,448,419,513,298,257,264,296,2687,6102
E02003348,Medway 035,703,767,536,513,395,274,246,186,214,4258,8092
E02003349,Medway 036,391,555,497,463,468,310,278,247,284,3897,7390
E02003350,Medway 037,350,490,392,325,412,300,228,260,300,3402,6459
E02003351,Medway 038,448,578,481,473,564,383,299,303,390,3997,7916
E02003352,Bracknell Forest 001,715,580,469,267,211,200,122,90,127,2994,5775
E02003353,Bracknell Forest 002,1330,1635,1269,652,571,462,306,194,326,5349,12094
E02003354,Bracknell Forest 003,992,1409,981,620,448,422,357,197,341,4501,10268
E02003355,Bracknell Forest 004,373,582,538,354,465,400,298,203,418,3324,6955
E02003356,Bracknell Forest 005,707,897,623,362,320,252,182,109,164,3546,7162
E02003357,Bracknell Forest 006,587,1043,834,523,624,575,376,306,586,4739,10193
E02003358,Bracknell Forest 007,807,1325,1063,585,609,654,486,361,667,5314,11871
E02003359,Bracknell Forest 008,477,717,609,378,464,345,264,202,322,2543,6321
E02003360,Bracknell Forest 009,846,1157,879,605,672,620,419,292,570,5565,11625
E02003361,Bracknell Forest 010,438,710,657,422,499,393,285,206,417,3414,7441
E02003362,Bracknell Forest 011,386,580,490,361,407,382,291,194,342,3289,6722
E02003363,Bracknell Forest 012,590,876,521,274,250,256,161,96,169,3905,7098
E02003364,Bracknell Forest 013,557,796,599,404,359,361,267,191,269,3215,7018
E02003365,Bracknell Forest 014,626,806,573,357,367,309,213,121,234,3332,6938
E02003366,Bracknell Forest 015,696,629,666,489,338,351,276,205,300,3180,7130
E02003367,West Berkshire 001,690,716,452,297,340,270,152,116,227,3272,6532
E02003368,West Berkshire 002,532,442,392,237,289,429,168,171,243,2795,5698
E02003369,West Berkshire 003,764,851,461,238,251,189,103,76,134,3332,6399
E02003370,West Berkshire 004,576,793,506,369,299,251,179,127,211,3420,6731
E02003371,West Berkshire 005,397,632,474,353,370,268,194,139,212,2907,5946
E02003372,West Berkshire 006,509,809,527,438,437,334,294,214,322,3964,7848
E02003373,West Berkshire 007,908,976,660,426,330,342,221,138,239,4415,8655
E02003374,West Berkshire 008,368,617,464,360,360,290,257,167,289,2691,5863
E02003375,West Berkshire 009,503,721,510,327,346,283,206,202,225,2870,6193
E02003376,West Berkshire 010,427,524,387,273,345,281,202,148,265,3011,5863
E02003377,West Berkshire 011,999,1191,684,418,469,346,270,219,321,5499,10416
E02003378,West Berkshire 012,522,933,514,356,434,324,247,222,349,4108,8009
E02003379,West Berkshire 013,418,760,502,321,399,346,271,280,463,3219,6979
E02003380,West Berkshire 014,558,772,583,474,575,481,362,304,434,3604,8147
E02003381,West Berkshire 015,552,743,551,322,256,220,155,109,178,3028,6114
E02003382,West Berkshire 016,413,637,491,358,426,447,324,283,404,3761,7544
E02003383,West Berkshire 017,513,796,608,410,385,298,251,206,281,3172,6920
E02003384,West Berkshire 018,727,656,466,268,373,230,163,109,193,3292,6477
E02003385,West Berkshire 019,959,1705,995,516,525,546,456,300,535,4644,11181
E02003386,West Berkshire 020,539,1025,633,370,367,358,331,230,395,4062,8310
E02003387,West Berkshire 021,817,1238,721,389,379,315,268,165,293,5004,9589
E02003388,West Berkshire 022,578,790,442,285,258,187,139,105,184,3074,6042
E02003389,Reading 001,581,1086,589,384,365,316,212,163,234,4068,7998
E02003390,Reading 002,848,1312,599,283,197,184,139,57,111,4021,7751
E02003391,Reading 003,707,1382,707,337,267,259,238,96,200,4395,8588
E02003392,Reading 004,636,1477,772,328,360,368,303,192,335,3932,8703
E02003393,Reading 005,598,986,567,467,460,336,297,177,311,3962,8161
E02003394,Reading 006,346,727,541,336,475,451,376,332,580,4490,8654
E02003395,Reading 007,568,1428,763,466,541,642,535,476,1090,4765,11274
E02003396,Reading 008,463,1173,724,476,476,508,437,436,725,4416,9834
E02003397,Reading 009,361,679,500,381,423,444,360,253,421,4402,8224
E02003398,Reading 010,447,1598,722,378,373,636,506,400,912,5556,11528
E02003400,Reading 012,375,1344,569,276,204,301,339,177,503,4883,8971
E02003401,Reading 013,508,1249,673,389,313,452,345,301,576,4362,9168
E02003402,Reading 014,505,1748,806,377,359,501,520,261,938,4693,10708
E02003403,Reading 015,461,952,535,445,419,510,361,286,535,4880,9384
E02003404,Reading 016,289,619,315,230,235,397,342,211,577,5422,8637
E02003405,Reading 017,533,1253,805,511,538,671,564,569,1065,6562,13071
E02003406,Reading 018,325,590,462,345,425,485,337,358,648,4273,8248
E02003407,Slough 001,450,785,515,510,533,584,408,494,654,5977,10910
E02003408,Slough 002,418,660,486,443,493,475,501,664,968,6184,11292
E02003409,Slough 003,593,1085,735,558,476,509,356,427,507,5198,10444
E02003410,Slough 004,384,705,447,450,454,499,529,683,933,7160,12244
E02003411,Slough 005,401,1008,485,426,397,534,518,761,857,7120,12507
E02003412,Slough 006,615,955,636,524,486,488,395,430,561,5316,10406
E02003414,Slough 008,681,1253,778,598,575,581,546,696,862,7183,13753
E02003415,Slough 009,459,981,586,454,511,566,557,715,1114,7567,13510
E02003416,Slough 010,626,1259,613,472,325,366,280,370,470,5029,9810
E02003417,Slough 011,736,1583,684,535,418,524,430,489,841,6566,12806
E02003418,Slough 012,560,1031,554,448,393,417,378,388,660,5492,10321
E02003419,Slough 013,462,765,500,434,290,391,351,402,608,4782,8985
E02003420,Slough 014,350,418,396,372,314,313,240,405,531,3083,6422
E02003421,Windsor and Maidenhead 001,531,713,406,247,191,173,150,130,136,2996,5673
E02003422,Windsor and Maidenhead 002,1624,1300,955,455,440,345,231,163,230,6105,11848
E02003423,Windsor and Maidenhead 003,480,660,403,270,330,332,230,202,297,3384,6588
E02003424,Windsor and Maidenhead 004,1073,1476,866,376,285,234,183,125,213,4480,9311
E02003425,Windsor and Maidenhead 005,1135,1910,1180,500,465,486,413,321,522,6134,13066
E02003426,Windsor and Maidenhead 006,1095,1428,854,437,370,278,227,122,207,4782,9800
E02003427,Windsor and Maidenhead 007,534,903,637,337,396,414,308,260,417,3979,8185
E02003428,Windsor and Maidenhead 008,739,1032,657,481,441,371,237,201,287,4718,9164
E02003429,Windsor and Maidenhead 009,941,926,584,359,289,219,168,121,152,3984,7743
E02003430,Windsor and Maidenhead 010,628,913,752,274,293,281,122,125,263,3871,7522
E02003431,Windsor and Maidenhead 011,719,797,554,349,287,252,172,186,251,3436,7003
E02003432,Windsor and Maidenhead 012,856,1018,817,271,223,257,145,107,226,3176,7096
